xco,yco,ensemble,duration1_1980,duration1_2080,duration2_1980,duration2_2080,duration3_1980,duration3_2080,duration4_1980,duration4_2080,duration5_1980,duration5_2080,duration6_1980,duration6_2080,duration7_1980,duration7_2080,duration8_1980,duration8_2080,duration9_1980,duration9_2080
91,57,01,99863.0,87310.0,44312.0,37900.0,23071.0,19458.0,12609.0,10914.0,7307.0,6564.0,4340.0,4077.0,2612.0,2640.0,1676.0,1745.0,1039.0,1213.0
91,59,01,125082.0,105570.0,54865.0,46767.0,27350.0,23260.0,14876.0,12736.0,8145.0,7388.0,4867.0,4641.0,3025.0,2986.0,1781.0,1960.0,1179.0,1202.0
91,61,01,119305.0,128097.0,48844.0,53614.0,21709.0,23886.0,9567.0,12242.0,4563.0,6768.0,2227.0,4019.0,1125.0,2498.0,598.0,1659.0,305.0,1111.0
91,76,01,89324.0,62770.0,40436.0,28324.0,19775.0,14294.0,10085.0,7817.0,5387.0,4896.0,2975.0,3075.0,1687.0,2043.0,938.0,1407.0,575.0,979.0
91,78,01,94357.0,78026.0,43902.0,39111.0,21479.0,21162.0,11584.0,12079.0,6541.0,7150.0,3623.0,4589.0,2161.0,2854.0,1344.0,1940.0,849.0,1290.0
91,80,01,114752.0,111935.0,47963.0,49774.0,23424.0,25593.0,12211.0,13960.0,6618.0,8066.0,3652.0,4840.0,2113.0,2968.0,1247.0,1892.0,748.0,1226.0
91,82,01,129210.0,137843.0,53611.0,58716.0,25345.0,28367.0,12935.0,14928.0,6939.0,8434.0,3867.0,5033.0,2189.0,3104.0,1296.0,1907.0,728.0,1111.0
91,84,01,115733.0,139042.0,41450.0,52056.0,17550.0,22271.0,8296.0,10403.0,4061.0,5284.0,2208.0,2824.0,1220.0,1495.0,674.0,838.0,370.0,503.0
91,119,01,80922.0,53395.0,33495.0,22244.0,17929.0,13320.0,10015.0,8270.0,5958.0,5191.0,3475.0,3276.0,2131.0,2097.0,1252.0,1339.0,776.0,823.0
91,121,01,79805.0,51819.0,34297.0,22854.0,18539.0,13611.0,10880.0,8530.0,6403.0,5459.0,3970.0,3506.0,2397.0,2331.0,1510.0,1564.0,899.0,963.0
91,123,01,80021.0,66191.0,33943.0,28503.0,20486.0,18045.0,12559.0,11215.0,7652.0,7167.0,4996.0,4775.0,3162.0,3013.0,2014.0,1834.0,1174.0,1121.0
91,125,01,77762.0,66960.0,36517.0,30645.0,22398.0,19283.0,13721.0,12310.0,8694.0,7871.0,5326.0,5056.0,3463.0,3176.0,2192.0,2029.0,1360.0,1287.0
91,127,01,71177.0,62307.0,30500.0,28070.0,17532.0,17530.0,10863.0,11140.0,6874.0,7224.0,4419.0,4622.0,2789.0,2925.0,1714.0,1886.0,1077.0,1127.0
91,129,01,82592.0,73542.0,38217.0,34278.0,21140.0,20364.0,12629.0,12298.0,7652.0,7391.0,4501.0,4313.0,2780.0,2583.0,1706.0,1591.0,1008.0,900.0
91,131,01,86510.0,84301.0,38802.0,39216.0,20300.0,22458.0,10911.0,12770.0,6289.0,7128.0,3430.0,3971.0,1973.0,2178.0,1175.0,1223.0,711.0,733.0
91,133,01,97024.0,69021.0,41720.0,30443.0,22333.0,16916.0,12643.0,9745.0,7607.0,5902.0,4610.0,3588.0,2741.0,2177.0,1632.0,1434.0,1075.0,845.0
91,135,01,92061.0,84474.0,39056.0,37088.0,20883.0,19859.0,11287.0,11001.0,6357.0,6613.0,3758.0,3864.0,2241.0,2474.0,1405.0,1540.0,911.0,1009.0
91,137,01,90615.0,96416.0,36615.0,39642.0,20209.0,21435.0,11313.0,12425.0,6521.0,7352.0,3630.0,4369.0,2152.0,2712.0,1205.0,1615.0,695.0,980.0
91,139,01,105478.0,108014.0,40289.0,43311.0,21441.0,22854.0,11368.0,12895.0,6395.0,7145.0,3438.0,4285.0,2098.0,2522.0,1142.0,1597.0,669.0,862.0
91,141,01,98261.0,105350.0,35326.0,39026.0,18249.0,19739.0,9410.0,10518.0,5061.0,5698.0,2727.0,3241.0,1513.0,1950.0,887.0,1197.0,497.0,679.0
91,143,01,94279.0,103956.0,35132.0,44546.0,17594.0,25065.0,9428.0,14102.0,5129.0,7727.0,3012.0,4460.0,1711.0,2485.0,984.0,1503.0,614.0,901.0
91,145,01,81203.0,90789.0,28408.0,40716.0,13986.0,21702.0,7177.0,11311.0,3847.0,6069.0,2115.0,3381.0,1212.0,1879.0,708.0,1148.0,397.0,614.0
91,147,01,87513.0,70495.0,29698.0,24770.0,15452.0,13964.0,8215.0,7902.0,4475.0,4297.0,2389.0,2550.0,1351.0,1410.0,743.0,837.0,383.0,432.0
91,149,01,101338.0,74940.0,37372.0,29126.0,19589.0,16018.0,10636.0,8869.0,5814.0,5181.0,3240.0,3073.0,1805.0,1823.0,1095.0,1155.0,626.0,650.0
91,151,01,99073.0,74455.0,38709.0,30485.0,19718.0,15990.0,10740.0,9103.0,5941.0,5260.0,3644.0,3208.0,2247.0,2175.0,1491.0,1442.0,925.0,974.0
91,153,01,95296.0,87574.0,38906.0,37638.0,19817.0,20222.0,10519.0,11272.0,5811.0,6814.0,3335.0,4120.0,2091.0,2684.0,1321.0,1890.0,897.0,1389.0
91,155,01,108286.0,77138.0,45914.0,36334.0,23373.0,19527.0,12637.0,11380.0,7215.0,6961.0,4344.0,4429.0,2620.0,2988.0,1655.0,2034.0,1047.0,1387.0
91,157,01,107798.0,86256.0,46315.0,39313.0,24962.0,22131.0,14397.0,13391.0,8308.0,8452.0,4905.0,5427.0,2857.0,3567.0,1625.0,2196.0,942.0,1403.0
91,159,01,84263.0,77283.0,31257.0,30674.0,16456.0,17734.0,9435.0,10769.0,5565.0,6881.0,3434.0,4530.0,2069.0,2923.0,1193.0,1962.0,704.0,1287.0
91,161,01,85713.0,57096.0,36048.0,26351.0,20140.0,15731.0,11604.0,9704.0,6638.0,6167.0,3908.0,3979.0,2303.0,2616.0,1324.0,1712.0,745.0,1021.0
91,163,01,97249.0,63394.0,42229.0,30380.0,22110.0,17568.0,12889.0,10664.0,7633.0,6836.0,4465.0,4207.0,2659.0,2600.0,1592.0,1757.0,996.0,1109.0
91,165,01,87997.0,67249.0,37170.0,28672.0,19098.0,15250.0,10772.0,8910.0,6633.0,5640.0,4050.0,3542.0,2648.0,2374.0,1753.0,1577.0,1134.0,1007.0
91,167,01,88835.0,53841.0,39505.0,24033.0,20072.0,12812.0,11159.0,7383.0,6467.0,4524.0,3567.0,2866.0,2334.0,1963.0,1412.0,1282.0,814.0,846.0
91,169,01,90672.0,95377.0,40288.0,55974.0,17936.0,31576.0,8963.0,17876.0,4689.0,9992.0,2555.0,5730.0,1389.0,3409.0,866.0,2032.0,491.0,1132.0
91,171,01,117185.0,131997.0,53994.0,57883.0,26555.0,27735.0,12887.0,14327.0,6437.0,7755.0,3070.0,4243.0,1565.0,2447.0,908.0,1426.0,470.0,830.0
91,173,01,109216.0,136789.0,45516.0,57274.0,21247.0,26838.0,10003.0,13381.0,4725.0,6833.0,2335.0,3664.0,1105.0,1998.0,629.0,1102.0,310.0,653.0
91,175,01,113199.0,124091.0,46798.0,51340.0,18636.0,20742.0,8216.0,9516.0,3992.0,4998.0,2063.0,2951.0,1156.0,1747.0,664.0,988.0,380.0,584.0
91,177,01,120058.0,140906.0,44597.0,53082.0,18096.0,21391.0,8282.0,9581.0,4183.0,4860.0,2281.0,2602.0,1378.0,1581.0,850.0,1043.0,575.0,626.0
91,179,01,125007.0,160033.0,47016.0,62611.0,19781.0,26660.0,9087.0,12514.0,4546.0,6094.0,2412.0,3150.0,1231.0,1658.0,675.0,852.0,345.0,474.0
91,181,01,125311.0,129146.0,56219.0,59300.0,23916.0,24949.0,11670.0,12129.0,6427.0,6381.0,3663.0,3742.0,2188.0,2239.0,1331.0,1268.0,756.0,762.0
91,183,01,126668.0,145378.0,54085.0,63016.0,22731.0,29000.0,10767.0,14379.0,5532.0,7571.0,3183.0,4125.0,1693.0,2229.0,999.0,1289.0,549.0,732.0
91,185,01,120834.0,127736.0,45661.0,51591.0,19062.0,22182.0,8602.0,10074.0,4206.0,4893.0,2329.0,2547.0,1295.0,1442.0,794.0,891.0,502.0,577.0
91,187,01,112967.0,177776.0,40074.0,68641.0,17327.0,31331.0,8217.0,14844.0,4080.0,7604.0,2170.0,3875.0,1106.0,2158.0,591.0,1168.0,365.0,621.0
91,189,01,98570.0,88560.0,39196.0,46558.0,17019.0,22711.0,8128.0,11498.0,3991.0,5716.0,2068.0,2905.0,1102.0,1404.0,554.0,796.0,313.0,392.0
91,191,01,113554.0,136951.0,45568.0,61410.0,21285.0,29621.0,10636.0,14977.0,5647.0,7845.0,2929.0,4061.0,1633.0,2276.0,918.0,1273.0,505.0,670.0
91,193,01,119748.0,135629.0,48058.0,64640.0,21378.0,30936.0,10468.0,15697.0,5407.0,8195.0,2925.0,4352.0,1662.0,2317.0,930.0,1360.0,514.0,766.0
91,195,01,118481.0,127157.0,47376.0,54254.0,21109.0,25133.0,9564.0,12656.0,4473.0,7086.0,2208.0,3885.0,1070.0,2367.0,589.0,1414.0,313.0,859.0
91,197,01,99217.0,179554.0,38142.0,86139.0,16570.0,41073.0,7535.0,20198.0,3512.0,10597.0,1766.0,5830.0,928.0,3271.0,534.0,1962.0,280.0,1175.0
91,199,01,117888.0,154037.0,46400.0,72814.0,18270.0,30771.0,7751.0,13729.0,3667.0,6686.0,2018.0,3447.0,1099.0,1848.0,654.0,1055.0,464.0,747.0
91,201,01,127516.0,160559.0,47712.0,60423.0,18383.0,24765.0,7988.0,10886.0,3845.0,5092.0,1930.0,2564.0,1077.0,1370.0,554.0,787.0,304.0,395.0
92,20,01,141039.0,179844.0,52813.0,69468.0,19093.0,27482.0,7920.0,11783.0,3669.0,5676.0,1944.0,2859.0,1106.0,1631.0,675.0,863.0,338.0,505.0
92,22,01,79308.0,65800.0,33411.0,29228.0,17387.0,16860.0,9619.0,9555.0,5687.0,5555.0,3187.0,3148.0,1886.0,1949.0,1108.0,1137.0,620.0,666.0
92,24,01,92670.0,68330.0,41301.0,29259.0,22773.0,16445.0,12983.0,9659.0,8014.0,5836.0,4931.0,3580.0,3007.0,2280.0,2023.0,1402.0,1272.0,979.0
92,26,01,83059.0,97201.0,35628.0,40490.0,19126.0,20957.0,10868.0,12047.0,6247.0,6992.0,3796.0,4114.0,2188.0,2480.0,1388.0,1479.0,852.0,939.0
92,28,01,84674.0,80758.0,33909.0,32254.0,18857.0,17583.0,10656.0,10135.0,6488.0,6019.0,4012.0,3628.0,2597.0,2346.0,1563.0,1339.0,1024.0,881.0
92,30,01,73004.0,75629.0,30843.0,31635.0,15986.0,16127.0,9045.0,9055.0,5490.0,5439.0,3292.0,3328.0,2082.0,2134.0,1248.0,1309.0,840.0,821.0
92,32,01,69491.0,71999.0,28801.0,30083.0,14503.0,15172.0,8000.0,8608.0,4712.0,5047.0,2930.0,3410.0,1855.0,2172.0,1203.0,1537.0,855.0,986.0
92,34,01,106559.0,87918.0,44263.0,36721.0,21639.0,18492.0,12028.0,10144.0,7220.0,6113.0,4501.0,3901.0,2841.0,2552.0,1879.0,1758.0,1306.0,1190.0
92,36,01,104834.0,80777.0,42479.0,32433.0,20925.0,16313.0,11256.0,9233.0,6265.0,5492.0,3774.0,3257.0,2174.0,2121.0,1279.0,1250.0,769.0,834.0
92,45,01,83085.0,84205.0,31459.0,31835.0,16008.0,15653.0,8655.0,8953.0,4935.0,5316.0,2854.0,3285.0,1727.0,2105.0,992.0,1297.0,533.0,771.0
92,47,01,93467.0,103249.0,36385.0,40617.0,19242.0,21578.0,11059.0,12704.0,6341.0,7844.0,4143.0,5149.0,2451.0,3346.0,1543.0,2218.0,956.0,1434.0
92,49,01,70167.0,60579.0,29472.0,25185.0,15528.0,13436.0,8811.0,7637.0,5275.0,4461.0,2997.0,2615.0,1851.0,1553.0,1102.0,979.0,637.0,571.0
92,51,01,81900.0,75618.0,36532.0,32411.0,17456.0,15454.0,9402.0,8700.0,5767.0,5436.0,3800.0,3799.0,2537.0,2666.0,1744.0,1990.0,1122.0,1445.0
92,53,01,83117.0,61578.0,35539.0,25760.0,18736.0,14117.0,10646.0,8064.0,6643.0,5023.0,4202.0,3171.0,2766.0,2175.0,1768.0,1392.0,1199.0,892.0
92,55,01,92315.0,82100.0,42938.0,36553.0,21565.0,17664.0,11859.0,9860.0,7013.0,6085.0,4323.0,3822.0,2664.0,2583.0,1675.0,1774.0,1055.0,1191.0
92,57,01,92158.0,65535.0,39851.0,27415.0,20311.0,13742.0,10989.0,7602.0,6283.0,4605.0,3920.0,2929.0,2353.0,1903.0,1556.0,1313.0,938.0,838.0
92,59,01,104632.0,80169.0,46297.0,34573.0,22390.0,16207.0,11827.0,8709.0,6529.0,5143.0,3969.0,3172.0,2508.0,2057.0,1711.0,1509.0,1013.0,1032.0
92,61,01,110924.0,93978.0,48771.0,42903.0,22108.0,19852.0,11107.0,10140.0,5820.0,5692.0,3485.0,3470.0,2074.0,2254.0,1367.0,1480.0,842.0,1012.0
92,63,01,141201.0,94397.0,56783.0,37394.0,25293.0,14904.0,11077.0,7301.0,5085.0,3847.0,2334.0,2300.0,1141.0,1494.0,607.0,993.0,279.0,639.0
92,67,01,153335.0,92611.0,62355.0,36571.0,28428.0,16735.0,13509.0,8302.0,6985.0,4448.0,3704.0,2546.0,2078.0,1543.0,1288.0,940.0,730.0,622.0
92,69,01,114761.0,86973.0,51843.0,37769.0,21935.0,15876.0,10051.0,7511.0,4859.0,3948.0,2525.0,2167.0,1465.0,1300.0,856.0,825.0,540.0,595.0
92,73,01,94740.0,101212.0,41332.0,45209.0,19247.0,20893.0,9417.0,10703.0,4864.0,5852.0,2710.0,3434.0,1550.0,2055.0,931.0,1341.0,590.0,874.0
92,75,01,105566.0,67370.0,44390.0,27602.0,22550.0,13867.0,12239.0,7658.0,7155.0,4779.0,4164.0,3040.0,2477.0,1912.0,1578.0,1318.0,956.0,902.0
92,77,01,94186.0,59924.0,46727.0,29778.0,22679.0,14557.0,11875.0,7998.0,6416.0,4720.0,3754.0,3046.0,2254.0,2033.0,1408.0,1375.0,884.0,930.0
92,79,01,113878.0,97382.0,53565.0,46922.0,27768.0,24760.0,15132.0,14230.0,8318.0,8558.0,4770.0,5359.0,2899.0,3334.0,1769.0,2185.0,1038.0,1505.0
92,81,01,122235.0,110819.0,51796.0,52626.0,23458.0,24839.0,11321.0,12919.0,5643.0,6922.0,3083.0,4042.0,1729.0,2265.0,928.0,1305.0,517.0,907.0
92,83,01,128534.0,120759.0,52991.0,52538.0,24168.0,22683.0,11390.0,10965.0,5586.0,5653.0,2766.0,2987.0,1327.0,1637.0,694.0,936.0,377.0,516.0
92,118,01,94473.0,88119.0,34780.0,33348.0,18419.0,17959.0,10088.0,10044.0,5885.0,5634.0,3491.0,3392.0,2096.0,2080.0,1251.0,1184.0,775.0,766.0
92,120,01,78892.0,59517.0,30952.0,23801.0,17138.0,13934.0,10281.0,8558.0,6329.0,5348.0,3988.0,3402.0,2585.0,2129.0,1605.0,1404.0,1096.0,849.0
92,122,01,84522.0,63775.0,34311.0,26486.0,20798.0,17118.0,12802.0,11466.0,8036.0,7732.0,5144.0,5076.0,3208.0,3324.0,2012.0,2161.0,1260.0,1427.0
92,124,01,74287.0,60496.0,31827.0,24768.0,18025.0,14651.0,10383.0,8688.0,6327.0,5384.0,3825.0,3275.0,2370.0,2074.0,1410.0,1294.0,898.0,785.0
92,126,01,72364.0,53449.0,31278.0,22273.0,17807.0,12830.0,10631.0,7711.0,6803.0,4816.0,4087.0,2882.0,2534.0,1880.0,1601.0,1122.0,941.0,730.0
92,128,01,78138.0,58237.0,35992.0,26977.0,21119.0,16503.0,13108.0,10310.0,8173.0,6441.0,5129.0,3937.0,3150.0,2447.0,1956.0,1427.0,1215.0,836.0
92,130,01,86875.0,71855.0,37786.0,33781.0,21106.0,20929.0,12433.0,12721.0,7469.0,7550.0,4492.0,4502.0,2720.0,2692.0,1613.0,1620.0,986.0,893.0
92,132,01,88648.0,75353.0,38448.0,34176.0,20772.0,19909.0,11610.0,11358.0,6688.0,6927.0,3890.0,4034.0,2371.0,2522.0,1416.0,1425.0,857.0,866.0
92,134,01,97992.0,80529.0,39694.0,33747.0,20798.0,18136.0,11665.0,10542.0,6914.0,6399.0,4065.0,4167.0,2494.0,2697.0,1540.0,1706.0,917.0,1084.0
92,136,01,90696.0,79600.0,36452.0,32217.0,19829.0,18380.0,10995.0,11045.0,6224.0,6572.0,3595.0,3980.0,2026.0,2463.0,1211.0,1643.0,725.0,1020.0
92,138,01,98470.0,108582.0,39707.0,52190.0,20260.0,29478.0,10850.0,16797.0,5962.0,9555.0,2980.0,5366.0,1560.0,2938.0,851.0,1713.0,510.0,909.0
92,140,01,102049.0,98003.0,35743.0,35017.0,18770.0,17681.0,10071.0,9716.0,5365.0,5587.0,2904.0,3165.0,1617.0,1849.0,944.0,1067.0,536.0,624.0
92,142,01,105556.0,94968.0,37567.0,35453.0,20317.0,18854.0,10450.0,10128.0,5344.0,5330.0,2741.0,2941.0,1425.0,1650.0,775.0,921.0,396.0,532.0
92,144,01,104084.0,103969.0,37831.0,41915.0,20252.0,24539.0,10844.0,14250.0,5955.0,8518.0,3345.0,4985.0,1932.0,3060.0,1147.0,1815.0,677.0,1086.0
92,146,01,104784.0,94240.0,35675.0,35024.0,18883.0,19600.0,10357.0,10797.0,5737.0,5983.0,3356.0,3458.0,1902.0,2137.0,1164.0,1242.0,721.0,782.0
92,148,01,98373.0,68824.0,34960.0,25220.0,17411.0,13442.0,9086.0,7646.0,4905.0,4219.0,2600.0,2526.0,1522.0,1479.0,890.0,950.0,517.0,581.0
92,150,01,105563.0,62227.0,40386.0,25919.0,20240.0,13746.0,10307.0,7560.0,5537.0,4221.0,3032.0,2492.0,1746.0,1444.0,980.0,891.0,617.0,567.0
92,152,01,87009.0,64736.0,37240.0,27772.0,19084.0,15033.0,10387.0,8411.0,5822.0,4986.0,3376.0,2889.0,2080.0,1789.0,1191.0,1037.0,744.0,608.0
92,154,01,92044.0,58029.0,38159.0,24120.0,20671.0,13463.0,11259.0,7974.0,6347.0,4656.0,3654.0,3021.0,2229.0,1915.0,1490.0,1393.0,937.0,980.0
92,156,01,96625.0,66166.0,39930.0,29715.0,20540.0,17660.0,11667.0,10576.0,6831.0,6322.0,4220.0,3712.0,2535.0,2209.0,1601.0,1258.0,928.0,723.0
92,158,01,93369.0,87121.0,39220.0,40692.0,21323.0,24581.0,11982.0,15149.0,6901.0,9485.0,4134.0,5822.0,2269.0,3564.0,1305.0,2300.0,793.0,1379.0
92,160,01,94755.0,65153.0,38015.0,26568.0,21328.0,15305.0,11976.0,8877.0,6792.0,5477.0,3941.0,3395.0,2254.0,2185.0,1293.0,1343.0,738.0,851.0
92,162,01,96613.0,76725.0,42410.0,36460.0,23331.0,20621.0,12814.0,12071.0,7421.0,7759.0,4325.0,4800.0,2581.0,3096.0,1426.0,1929.0,914.0,1273.0
92,164,01,97808.0,73226.0,42187.0,33186.0,22086.0,19125.0,12329.0,11181.0,6990.0,7048.0,4071.0,4187.0,2413.0,2683.0,1442.0,1715.0,786.0,1001.0
92,166,01,78526.0,60923.0,33144.0,25858.0,17302.0,13875.0,9619.0,7850.0,5714.0,4783.0,3338.0,2988.0,2065.0,1895.0,1185.0,1247.0,710.0,793.0
92,168,01,92865.0,72687.0,40979.0,34456.0,20485.0,18406.0,10960.0,10747.0,6099.0,6568.0,3587.0,4052.0,2071.0,2540.0,1186.0,1649.0,734.0,971.0
92,170,01,98126.0,92875.0,44669.0,40581.0,21582.0,20610.0,11204.0,10952.0,6089.0,5875.0,3272.0,3328.0,1808.0,1892.0,1091.0,1088.0,630.0,657.0
92,172,01,96694.0,118203.0,42609.0,52371.0,20323.0,24390.0,10207.0,11880.0,5201.0,6025.0,2686.0,3228.0,1488.0,1664.0,804.0,907.0,453.0,495.0
92,174,01,99485.0,95453.0,39371.0,36635.0,17395.0,16090.0,8436.0,7849.0,4614.0,4048.0,2467.0,2200.0,1398.0,1226.0,780.0,668.0,420.0,397.0
92,176,01,134343.0,171801.0,48536.0,69664.0,19265.0,29002.0,8491.0,12779.0,4097.0,6003.0,2209.0,3281.0,1308.0,1940.0,901.0,1268.0,591.0,863.0
92,178,01,130428.0,149823.0,55167.0,62218.0,21859.0,25989.0,9825.0,11538.0,4790.0,5673.0,2607.0,3165.0,1678.0,1866.0,1050.0,1253.0,687.0,838.0
92,180,01,126756.0,186336.0,45538.0,73227.0,17973.0,28927.0,8218.0,13514.0,4260.0,6799.0,2325.0,3748.0,1258.0,2066.0,683.0,1085.0,379.0,594.0
92,182,01,118224.0,129971.0,47449.0,58655.0,18581.0,25208.0,8451.0,11845.0,4211.0,6107.0,2340.0,3158.0,1300.0,1910.0,809.0,1098.0,457.0,602.0
92,184,01,121478.0,156099.0,49825.0,70699.0,20857.0,30038.0,9815.0,13956.0,5083.0,7467.0,2750.0,4236.0,1644.0,2417.0,1030.0,1493.0,604.0,865.0
92,186,01,117913.0,161129.0,43107.0,59983.0,17132.0,23979.0,7729.0,10594.0,3813.0,5039.0,1872.0,2715.0,969.0,1401.0,501.0,696.0,265.0,409.0
92,188,01,105309.0,88133.0,41646.0,35423.0,18346.0,15674.0,8615.0,7325.0,4190.0,3559.0,2091.0,1753.0,1060.0,931.0,517.0,469.0,267.0,219.0
92,190,01,102951.0,124113.0,41553.0,56328.0,18600.0,25562.0,8654.0,12321.0,4300.0,6213.0,2300.0,3141.0,1209.0,1671.0,610.0,885.0,313.0,417.0
92,192,01,126718.0,147619.0,58199.0,69924.0,25065.0,34126.0,11777.0,16939.0,6002.0,8558.0,3176.0,4516.0,1712.0,2500.0,962.0,1433.0,656.0,811.0
92,194,01,108347.0,119739.0,45942.0,54138.0,20942.0,25208.0,9722.0,12507.0,4466.0,6772.0,2232.0,3764.0,1158.0,2207.0,605.0,1312.0,304.0,771.0
92,196,01,134680.0,141397.0,54713.0,60177.0,24843.0,27030.0,11655.0,12661.0,5845.0,6187.0,3079.0,3272.0,1656.0,1753.0,982.0,1014.0,576.0,598.0
92,198,01,126434.0,134031.0,47146.0,57622.0,18018.0,24554.0,7612.0,10536.0,3525.0,5010.0,1858.0,2506.0,1031.0,1360.0,606.0,776.0,362.0,457.0
92,200,01,141039.0,179844.0,52813.0,69468.0,19093.0,27482.0,7920.0,11783.0,3669.0,5676.0,1944.0,2859.0,1106.0,1631.0,675.0,863.0,338.0,505.0
93,20,01,79821.0,80244.0,34356.0,36790.0,18569.0,20089.0,10550.0,12005.0,6326.0,7289.0,3693.0,4635.0,2089.0,2916.0,1294.0,1944.0,732.0,1203.0
93,22,01,85354.0,68485.0,37418.0,30011.0,19690.0,16807.0,11096.0,9472.0,6196.0,5261.0,3457.0,2979.0,1951.0,1642.0,1040.0,849.0,536.0,458.0
93,24,01,71064.0,51920.0,31784.0,24637.0,17245.0,13920.0,9631.0,8353.0,5404.0,5030.0,2939.0,3070.0,1708.0,1765.0,852.0,1089.0,458.0,633.0
93,26,01,98964.0,116706.0,43320.0,50655.0,23108.0,26224.0,13286.0,14611.0,7822.0,8453.0,4657.0,5037.0,2823.0,2887.0,1709.0,1814.0,1098.0,1113.0
93,28,01,70559.0,79846.0,29582.0,33197.0,14999.0,17111.0,8139.0,9401.0,4563.0,5382.0,2723.0,3156.0,1665.0,1938.0,1004.0,1185.0,591.0,726.0
93,30,01,95605.0,91551.0,39353.0,37791.0,21802.0,20354.0,12778.0,12046.0,7642.0,7074.0,4676.0,4375.0,2888.0,2752.0,1817.0,1679.0,1189.0,1073.0
93,32,01,78527.0,80016.0,35368.0,34623.0,17665.0,17046.0,9594.0,9278.0,5732.0,5475.0,3481.0,3374.0,2277.0,2150.0,1447.0,1271.0,921.0,842.0
93,34,01,86942.0,70409.0,37965.0,30518.0,18939.0,15178.0,10496.0,8274.0,6014.0,4904.0,3568.0,3035.0,2195.0,2002.0,1445.0,1264.0,878.0,849.0
93,36,01,118039.0,90949.0,53106.0,40509.0,26334.0,19474.0,14108.0,10621.0,8406.0,6323.0,4673.0,3970.0,2959.0,2515.0,1852.0,1660.0,1047.0,1059.0
93,45,01,100615.0,84252.0,34845.0,28540.0,17278.0,14248.0,9615.0,8443.0,5967.0,5428.0,3701.0,3623.0,2307.0,2544.0,1520.0,1626.0,773.0,989.0
93,47,01,91907.0,80753.0,36851.0,32533.0,18240.0,15572.0,10170.0,8971.0,6277.0,5824.0,4097.0,3991.0,2569.0,2657.0,1665.0,1751.0,912.0,1087.0
93,49,01,68068.0,71334.0,27988.0,28429.0,14685.0,15339.0,8479.0,9019.0,5085.0,5742.0,3127.0,3764.0,1966.0,2506.0,1273.0,1614.0,808.0,1173.0
93,51,01,82262.0,61461.0,34803.0,26800.0,17673.0,13260.0,9930.0,7168.0,5633.0,4515.0,3616.0,2913.0,2339.0,2074.0,1618.0,1464.0,1205.0,1139.0
93,53,01,77891.0,79569.0,33508.0,33950.0,17121.0,17048.0,9308.0,9714.0,5653.0,6054.0,3506.0,4045.0,2285.0,2623.0,1466.0,1879.0,1021.0,1312.0
93,55,01,83701.0,71371.0,37530.0,31883.0,19688.0,15910.0,10361.0,8736.0,6033.0,5102.0,3631.0,3206.0,2251.0,2021.0,1438.0,1423.0,859.0,905.0
93,57,01,95124.0,96295.0,41832.0,41241.0,22264.0,22021.0,12834.0,12807.0,7613.0,7583.0,4848.0,5069.0,3048.0,3252.0,1860.0,2242.0,1216.0,1481.0
93,59,01,96318.0,81217.0,43514.0,35588.0,21552.0,17163.0,11543.0,9212.0,6260.0,5526.0,3735.0,3298.0,2216.0,2274.0,1395.0,1519.0,947.0,994.0
93,61,01,104764.0,82841.0,45438.0,35807.0,22149.0,17241.0,11265.0,9224.0,6227.0,5147.0,3582.0,3248.0,2225.0,2112.0,1459.0,1417.0,923.0,981.0
93,63,01,130005.0,133384.0,54809.0,57153.0,26024.0,26613.0,12626.0,13886.0,6773.0,7689.0,3805.0,4610.0,2274.0,2920.0,1438.0,1813.0,837.0,1276.0
93,65,01,150463.0,103313.0,63750.0,43324.0,27660.0,19053.0,12815.0,9891.0,6179.0,5435.0,3230.0,3463.0,1819.0,2290.0,1069.0,1580.0,634.0,1144.0
93,67,01,113013.0,83297.0,47503.0,36783.0,21066.0,16501.0,9736.0,8428.0,5010.0,4507.0,2684.0,2645.0,1567.0,1659.0,957.0,1100.0,666.0,814.0
93,69,01,91034.0,93325.0,38437.0,40605.0,18138.0,19264.0,8948.0,10380.0,4815.0,5810.0,2683.0,3580.0,1651.0,2309.0,1029.0,1590.0,671.0,1075.0
93,71,01,100306.0,83380.0,45633.0,39144.0,22703.0,19344.0,11458.0,10532.0,6204.0,6071.0,3642.0,3758.0,2180.0,2411.0,1371.0,1550.0,918.0,1112.0
93,73,01,95570.0,93898.0,43440.0,42210.0,22252.0,21544.0,12009.0,11973.0,6569.0,7216.0,3744.0,4332.0,2131.0,2741.0,1380.0,1760.0,828.0,1235.0
93,75,01,92377.0,91157.0,39028.0,39228.0,20083.0,21149.0,10587.0,12103.0,5952.0,7209.0,3195.0,4494.0,1885.0,2790.0,1091.0,1730.0,605.0,1186.0
93,77,01,90845.0,66684.0,45257.0,32828.0,21484.0,15782.0,10506.0,8592.0,5254.0,4890.0,2868.0,3053.0,1610.0,1971.0,896.0,1460.0,501.0,970.0
93,79,01,96336.0,71998.0,44372.0,34068.0,21883.0,17629.0,11617.0,10023.0,6418.0,6022.0,3648.0,3776.0,2152.0,2479.0,1308.0,1663.0,789.0,1064.0
93,81,01,120803.0,103181.0,53970.0,53118.0,25564.0,26085.0,12992.0,13968.0,6633.0,7738.0,3565.0,4442.0,1916.0,2786.0,1051.0,1596.0,583.0,984.0
