xco,yco,ensemble,tha1980,tha2020,tha2080
88,142,01,23.945820052989912,,30.789822981900436
88,144,01,23.31433221601937,,30.30248294730781
88,146,01,24.204956691141017,,30.878880609464126
88,148,01,21.72085907859122,,28.017244359159477
88,150,01,21.90877852698075,,28.281303959190044
88,152,01,21.97178166354646,,29.014607786517967
88,154,01,20.800593447083322,,27.645573185757197
88,156,01,20.337223201010662,,26.42300082042046
88,158,01,22.635917682625653,,29.727582825964582
88,160,01,22.0747818054056,,29.289680291400458
88,162,01,20.541464894484832,,27.252533723949465
88,164,01,21.800826555619114,,28.2673032639563
88,166,01,21.51517258306722,,27.921768021662313
88,168,01,21.811599025440522,,28.15133407163307
88,170,01,21.995858840894897,,27.524685305726056
88,172,01,21.274974630332093,,27.43918610210799
88,174,01,23.27103833817129,,29.937531509160145
88,176,01,22.365096975409678,,28.274667635740414
88,178,01,22.54107022984245,,28.507774303067578
88,180,01,23.690200925398706,,29.662100019858332
88,182,01,22.845865373742562,,29.453196750886573
88,184,01,20.874167540539183,,27.25170840214759
88,186,01,21.868109742399096,,27.46295601468136
88,188,01,23.51964258340668,,29.617522263946217
88,190,01,22.28612355126905,,27.406973271266498
88,192,01,22.385470452229402,,27.624880169552075
88,194,01,21.93554527738182,,27.189407656373685
88,196,01,21.07186866359083,,26.395558291244335
88,198,01,21.889238724217638,,27.460927237874618
88,200,01,22.116197216713616,,27.63277156861667
89,20,01,20.962632059348767,,25.464974722431876
89,22,01,25.355616773363785,,34.08174484659818
89,24,01,25.27451747172323,,34.606221060165225
89,26,01,25.74894866001868,,34.14965554129446
89,28,01,24.98421563036208,,33.10691897201493
89,30,01,24.91595610565327,,33.646566312746884
89,32,01,24.486330062488985,,32.358802479267226
89,45,01,23.1109990596747,,31.97790166434653
89,48,01,25.254111533655415,,33.57997196715043
89,50,01,24.99648758636576,,32.86523623564885
89,52,01,25.466839569163007,,33.32888397967434
89,54,01,24.14359846460079,,32.92022872332862
89,56,01,24.863971142190987,,33.28403552855712
89,58,01,23.83484913012372,,31.523316139625095
89,75,01,23.813616423201005,,31.984471826602068
89,77,01,22.809616392257922,,30.368218065445085
89,79,01,23.2218622745363,,29.214701931447067
89,81,01,24.017449818767876,,30.314315488699577
89,83,01,24.562741916401716,,30.46002800159529
89,85,01,23.583157438751666,,30.282499160571902
89,115,01,22.151559359159407,,28.862200879358074
89,117,01,23.88184355960321,,30.75784197135488
89,119,01,24.754525377965464,,31.037055521746762
89,121,01,24.086499169598348,,31.218742632476975
89,123,01,22.686585600989186,,29.01491761011441
89,125,01,21.24849962348582,,27.587748636808627
89,127,01,22.371941216031864,,28.64665514824873
89,129,01,23.10592239505105,,29.12203472525318
89,131,01,24.075987284384787,,30.425912618765036
89,133,01,23.422135552609156,,29.51848955734605
89,135,01,23.9073797804186,,29.625962225148744
89,137,01,24.088570415350222,,30.537059902749515
89,139,01,23.352309846011313,,29.805707906763285
89,141,01,24.653249411048552,,31.553838114689565
89,143,01,23.654289503516125,,30.50014716978873
89,145,01,24.56014652016928,,31.172178130629078
89,147,01,21.261347334169745,,27.991408813927556
89,149,01,22.690275109937524,,27.68102466023773
89,151,01,21.753479447973838,,28.053202601576988
89,153,01,22.22506130953256,,29.241001695839323
89,155,01,20.59251485622188,,27.984958263851716
89,157,01,21.287863817693573,,28.171500120395272
89,159,01,22.710040971072058,,29.773565237018342
89,161,01,20.45102057618645,,27.595833122271994
89,163,01,22.062985385023982,,28.86913697874511
89,165,01,19.541603959090715,,25.726949041769796
89,167,01,20.536911578088805,,26.50221532267662
89,169,01,21.589227824864025,,27.89427699047915
89,171,01,22.646351583299463,,28.518783149524822
89,173,01,22.292618167536293,,28.6628332104635
89,175,01,23.10338896350301,,28.81683430774321
89,177,01,22.583974014305735,,28.837162861176527
89,179,01,24.11502620605943,,30.298974707521836
89,181,01,23.155916248825296,,28.644248098284773
89,183,01,21.226085196238444,,26.73130741669345
89,185,01,21.674079283980586,,26.937798310564254
89,187,01,22.654418317309258,,27.5989262051215
89,189,01,22.525452623025824,,28.165326388311136
89,191,01,21.934574471077696,,26.56332114317051
89,193,01,22.052154551838367,,27.71500321434861
89,195,01,21.37202712670108,,26.572059453538955
89,197,01,21.96925989762759,,26.468776210829642
89,199,01,22.614737471622064,,27.898262561598347
89,201,01,20.962632059348767,,25.464974722431876
90,21,01,25.623478508554314,,34.73741269250887
90,23,01,25.55255754934098,,34.99634312375374
90,25,01,24.86088798884274,,34.342885328910754
90,27,01,24.613830974509217,,32.90199934568144
90,29,01,25.112312614007898,,33.64575423745024
90,31,01,25.550651938974735,,33.9992036556856
90,33,01,25.43229735824924,,34.451371836092434
90,35,01,24.789539025789303,,32.96086247341579
90,37,01,22.43069300599793,,29.679135265453674
90,46,01,25.000850240061354,,33.189687763062956
90,49,01,25.645644074504894,,34.787478609810506
90,51,01,25.56091701473099,,34.44564086770147
90,53,01,24.5805388791947,,32.74687951980506
90,55,01,23.82235207766442,,33.18047494580086
90,57,01,23.998007777067446,,31.015550076268454
90,59,01,23.48160952773666,,31.193021058158315
90,75,01,23.42902349658859,,30.83536352434291
90,77,01,23.969461402087212,,32.33419087641111
90,79,01,23.781916158992445,,31.78038930960582
90,81,01,24.608380834426505,,31.433296629137388
90,83,01,24.43207572238556,,31.053587636342428
90,85,01,23.018435520617174,,28.705446894161966
90,115,01,21.607501229118657,,28.74525655772384
90,117,01,23.20093761300812,,30.633537341829204
90,120,01,23.54672279701297,,30.821440289590317
90,122,01,22.5872241576787,,29.84958247219851
90,124,01,23.063345053495762,,29.476946735901628
90,126,01,23.217118631026295,,30.32512816753677
90,128,01,23.229574657300716,,29.607243102881416
90,130,01,22.812453466192924,,29.188225756233535
90,132,01,23.733032128411935,,30.31183978137275
90,134,01,24.168011212815102,,30.118097580800555
90,136,01,23.78897986018603,,29.482619602777863
90,138,01,22.972411455992898,,29.45823614286614
90,140,01,24.89498899730671,,31.565144334967265
90,142,01,23.836914679872226,,30.611602141979063
90,144,01,23.634885796130714,,30.377196877676507
90,146,01,23.169805538758446,,29.95665276719624
90,148,01,23.08900928985946,,29.411056207670317
90,150,01,22.097735625327243,,28.263845501729897
90,152,01,21.05707008893279,,28.16683772077414
90,154,01,21.03032461790331,,27.525136751502632
90,156,01,21.205734035563605,,27.8989279584439
90,158,01,22.016608803954995,,28.401059430894552
90,160,01,22.301041371654268,,28.440741886587848
90,162,01,19.174027566750052,,25.56414497289178
90,164,01,21.635003573761296,,28.353715854076842
90,166,01,20.94347306833279,,26.47224365020727
90,168,01,20.54475296842786,,26.90083685387976
90,170,01,22.402335848137405,,28.318172534644894
90,172,01,22.651552656453905,,29.15184359441659
90,174,01,23.050069096896543,,29.36242565152638
90,176,01,24.063138129870104,,29.648650106564638
90,178,01,24.40700786741052,,30.47720972257528
90,180,01,22.714367538719134,,29.03259412028463
90,182,01,21.122526242759154,,27.12977462102442
90,184,01,21.253602094160126,,26.949427530551773
90,186,01,22.93273247509494,,28.25099236392955
90,188,01,23.712307501165103,,29.078045935989692
90,190,01,21.977919276956598,,27.622714199321884
90,192,01,22.49977253518304,,28.188396438542956
90,194,01,21.86583706132089,,27.67906419112284
90,196,01,23.016335705906005,,28.762539287904733
90,198,01,22.132240034731062,,27.006553249188777
90,200,01,22.112980406107482,,26.431416149342816
91,20,01,19.72143804838567,,24.519941512922912
91,22,01,24.907971183474288,,34.452208706476405
91,24,01,23.97691327882294,,32.81025456510878
91,26,01,24.455575834294738,,33.73487820824137
91,28,01,25.539766720415106,,34.6413712430349
91,30,01,25.569291360831436,,34.63009576878041
91,32,01,24.872094130280246,,33.22930660446587
91,34,01,25.747242026401633,,34.26301830023804
91,36,01,24.151019624961947,,31.553790434484508
91,45,01,24.67983003145314,,32.4968088729814
91,47,01,26.562542238041665,,34.61789810574365
91,49,01,25.282723037901373,,33.25704706952276
91,51,01,25.404373092742226,,33.74739743815059
91,53,01,24.61411443523751,,33.06975901745237
91,55,01,23.373859314297807,,32.0937235801489
91,57,01,24.302822155809718,,32.33922874273809
91,59,01,23.91713626251003,,31.609409309607056
91,61,01,23.287407768132855,,29.470698705980844
91,76,01,24.272066596584754,,32.49189206960625
91,78,01,23.150081357821566,,30.47040626060713
91,80,01,23.665810630189508,,30.44870072499986
91,82,01,24.542158615324844,,30.820347197454808
91,84,01,23.219163567767335,,29.261060363660256
91,119,01,22.750435047822126,,30.189323989804254
91,121,01,22.40715885454864,,29.88617735579615
91,123,01,23.429005042722014,,30.438977715845425
91,125,01,22.662554161751217,,28.91850244985792
91,127,01,23.32679272421094,,30.21915481952053
91,129,01,22.702389444273233,,28.858474595230472
91,131,01,23.687197923317502,,30.67155122007463
91,133,01,23.706304333373485,,31.280944988862732
91,135,01,23.890561671887504,,30.45580339373319
91,137,01,23.28610316252715,,29.312358509924998
91,139,01,23.96115766335052,,30.24497776474997
91,141,01,24.883328688031792,,31.465755390835387
91,143,01,23.897417776068522,,30.175008583637517
91,145,01,24.82179941408971,,31.424823380476543
91,147,01,24.958057186400517,,31.299245331772045
91,149,01,22.938717261197297,,29.638571748870337
91,151,01,22.160962933249078,,28.923176589505786
91,153,01,22.442380499568223,,28.31556683176448
91,155,01,21.821108542213675,,28.545109326957153
91,157,01,21.159702936088443,,27.494351985702266
91,159,01,23.890958643987435,,29.98039105153593
91,161,01,21.430904068540677,,28.50065230020961
91,163,01,21.15626963536105,,28.054644689888157
91,165,01,22.564840690834256,,29.368567591824537
91,167,01,21.75848715740753,,28.677558099047904
91,169,01,21.04009073245025,,26.94222188137834
91,171,01,22.475135143125367,,27.965006680201082
91,173,01,23.72032149154191,,29.497662867627348
91,175,01,22.90938159180094,,28.994002926818357
91,177,01,24.40256355768002,,30.755887094556975
91,179,01,23.82590280510021,,29.482050458320213
91,181,01,21.460101055069558,,26.970311137045012
91,183,01,21.535185250606073,,26.852124314172357
91,185,01,21.736232803194692,,27.59363949225375
91,187,01,23.589757220121637,,28.11323188071226
91,189,01,22.91411267094887,,28.769966379212054
91,191,01,22.82545528379319,,28.130563338145095
91,193,01,22.04658170109988,,27.791157730563384
91,195,01,22.762763793729196,,28.99212857596777
91,197,01,22.71673907129575,,26.821746087615427
91,199,01,22.164054883401626,,27.165433647299793
91,201,01,19.72143804838567,,24.519941512922912
92,20,01,21.629035654333215,,26.400268079134488
92,22,01,23.490299682489386,,32.35065892686647
92,24,01,22.577100565482933,,31.23900106329529
92,26,01,23.990694477225293,,32.470973144279654
92,28,01,25.282742425173833,,33.827527762381564
92,30,01,25.18366648292232,,33.711797531061514
92,32,01,25.492911790103857,,34.267635402247485
92,34,01,25.60031431017701,,34.56119663855811
92,36,01,23.57640317690033,,31.852525249130526
92,45,01,24.55941885033075,,32.15805794763768
92,47,01,26.485528040593348,,34.331514079052425
92,49,01,26.072260312479568,,34.78969458238073
92,51,01,25.081047309404394,,33.07280983444879
92,53,01,24.81203059522411,,33.3421043789582
92,55,01,23.757591219161444,,31.378877904291844
92,57,01,24.549899718683804,,33.96066359452106
92,59,01,24.508482345787964,,32.594339640085266
92,61,01,23.40418906110639,,30.06180722154333
92,63,01,23.31099986819719,,31.815348146743823
92,67,01,23.483040765123988,,31.766275367043377
92,69,01,22.98174118901703,,30.569574595032886
92,73,01,24.17933998337098,,31.56666191905874
92,75,01,24.908864082712533,,34.07537503358381
92,77,01,23.673135433098512,,31.982515894703635
92,79,01,22.140446010008258,,29.13333186759153
92,81,01,24.13223650043495,,31.418243336684235
92,83,01,23.101878636921544,,29.566075194786205
92,118,01,23.477202245109336,,30.27639462489082
92,120,01,24.385793419435135,,30.861286421261592
92,122,01,23.458506243418665,,30.56014807492054
92,124,01,24.071257667293136,,31.511049132874792
92,126,01,24.00830601070034,,31.15001475485921
92,128,01,22.415904311938743,,29.43019529291568
92,130,01,23.389044693013638,,30.339112219042544
92,132,01,23.994034352152273,,30.799269249720258
92,134,01,23.011881187727937,,29.580901518956576
92,136,01,23.354556322155474,,30.441887226988285
92,138,01,23.754199368667074,,29.664016488651765
92,140,01,24.83084802826118,,31.099182019567465
92,142,01,24.45094320554827,,31.10510118441114
92,144,01,21.81317067263166,,28.182527623269404
92,146,01,23.96528626897212,,30.48126698205937
92,148,01,23.442078690737585,,30.77176953495437
92,150,01,22.19607940074692,,29.252109125032597
92,152,01,22.83637400593927,,29.30886020599389
92,154,01,23.52913357272087,,30.540516358575633
92,156,01,21.292157800019446,,28.319115462956628
92,158,01,22.50798387329536,,28.280697592041452
92,160,01,22.231970530797227,,29.480940310689416
92,162,01,20.183389219102136,,26.34832899798774
92,164,01,20.83963581689414,,27.190341631288643
92,166,01,23.125929710135036,,29.476528035764396
92,168,01,20.06166729988641,,26.178244649487276
92,170,01,20.7823963509461,,26.69972701358454
92,172,01,22.7746228761982,,28.066447273786064
92,174,01,23.92253407689112,,30.50413340609261
92,176,01,22.891686723423163,,29.101765590696452
92,178,01,23.214877922795722,,29.192093059180298
92,180,01,23.218676608550286,,28.554962434591737
92,182,01,21.735556965411085,,27.76701581653995
92,184,01,21.385407066948478,,26.87764425456848
92,186,01,24.04186824404916,,29.026780247515955
92,188,01,23.800376350066262,,29.98621486002938
92,190,01,23.434396471410114,,28.7434172027148
92,192,01,21.416814723375023,,26.344199526763568
92,194,01,22.441173355454094,,28.426965806038844
92,196,01,22.174863605326337,,28.03240878583578
92,198,01,23.192711221314358,,28.860085479662366
92,200,01,21.629035654333215,,26.400268079134488
93,20,01,23.94847601214177,,31.934017845997314
93,22,01,23.49239305810191,,32.240753814586895
93,24,01,22.99823837091214,,32.23574420785752
93,26,01,23.569675455794172,,31.611682651593537
93,28,01,25.446218123260476,,33.78822374639671
93,30,01,24.441811877379855,,33.297223993358706
93,32,01,25.31815996078605,,33.91447759736612
93,34,01,24.712947549939766,,33.76349714746859
93,36,01,22.466434168240045,,30.806088557465056
93,45,01,24.067597008451287,,31.72481874466196
93,47,01,26.109882759473127,,34.667383702507024
93,49,01,26.068176310546676,,33.755923150934784
93,51,01,25.539837618990244,,34.28655935547708
93,53,01,25.082441273163095,,33.415502703832594
93,55,01,24.598123633350596,,32.7986533730778
93,57,01,23.642003797771494,,30.599745944034133
93,59,01,24.670764054119438,,32.1238882368617
93,61,01,23.79839231852629,,31.060174133211802
93,63,01,23.992452153171484,,30.20793232892446
93,65,01,23.745530986492252,,31.207298147033033
93,67,01,23.887119228347498,,31.888926078219338
93,69,01,23.69661442509479,,30.42397643956183
93,71,01,23.222694594488427,,30.56440172514849
93,73,01,23.86036343151476,,30.61342986713255
93,75,01,24.809759564242967,,31.856527661406993
93,77,01,24.26766932330801,,32.071077595374206
93,79,01,21.802999726202497,,29.056255831366727
93,81,01,22.968456863183878,,30.23791601625302
93,83,01,22.955030554978876,,29.150031148358217
93,117,01,22.56877991066445,,30.277812673801783
93,119,01,24.63664379883987,,31.944394420117064
93,121,01,24.04631353961288,,31.163537686956154
93,123,01,24.43731118630325,,32.00153642282667
93,125,01,24.058966605459965,,30.221041934097745
93,127,01,22.048721268814717,,29.415019375890985
93,129,01,22.444295833976128,,28.8506756114223
93,131,01,23.08810788636302,,30.08827704579297
93,133,01,23.5749139115776,,29.960976537247404
93,135,01,23.53956036569663,,30.081696918897602
93,137,01,22.912605541608237,,29.406355511384998
93,139,01,24.388909319894193,,30.665176756170887
93,141,01,24.026321725050618,,30.877253243736984
93,143,01,23.762674243925076,,30.708077685172196
93,145,01,22.766958224314855,,29.03811789376671
93,147,01,24.31480392183503,,30.59629106185877
93,149,01,23.505838658520474,,30.33970869427062
93,151,01,21.125252454127715,,26.408216644184503
93,153,01,21.880787393996282,,28.3831218607658
93,155,01,23.183803592942386,,29.821233306013216
93,157,01,22.68007800758526,,29.358147383902732
93,159,01,24.024644346118823,,30.676550790596153
93,161,01,21.813686422110724,,28.721813278481257
93,163,01,20.943490983688,,27.51901053542011
93,165,01,22.724851396034392,,28.478094334297825
93,167,01,21.526000489770045,,28.078375575030538
93,169,01,20.39383699461924,,26.257809569305703
93,171,01,20.77483182287055,,26.514712271933842
93,173,01,22.157317826284483,,28.25949733913461
93,175,01,23.19956114006856,,29.806973226565297
93,177,01,23.285148542658774,,29.086497256207366
93,179,01,22.761924230388235,,28.155912656169708
93,181,01,22.784371124616136,,28.148645776620366
93,183,01,21.576977566189665,,27.049875533154232
93,185,01,23.073133308135258,,27.795324046572468
93,187,01,22.96553719797844,,28.418950717070807
93,189,01,22.991900667493997,,27.705955232801234
93,191,01,22.302763554920826,,28.579803813431067
93,193,01,22.037649325433552,,27.892061308570607
93,195,01,22.87718916966224,,29.185822412890918
93,197,01,22.417931100237798,,27.507466135882925
93,199,01,21.790538193271402,,27.44647034635402
94,21,01,23.31056866296522,,31.77503654879096
94,23,01,23.22834586930765,,31.767931492178242
94,25,01,23.764405630466914,,32.737617279431426
94,27,01,24.97202008121157,,33.97910169812582
94,29,01,25.211200766088865,,34.15192081027284
94,31,01,25.60816160742974,,34.59123937044757
94,33,01,25.143066700141087,,33.399320522551065
94,35,01,23.052662976370772,,31.84765128642624
94,37,01,21.500972257046335,,28.76931122636321
94,47,01,25.92144933121601,,33.524296188734304
94,49,01,25.312990598013524,,33.415765124171664
94,51,01,25.21845167107515,,33.33180971193867
94,53,01,26.11108634251467,,35.02333365254558
94,55,01,24.471679334014475,,33.40150306789869
94,57,01,23.540894149970356,,31.92861404121022
94,59,01,24.274880613855462,,31.92908121135378
94,61,01,24.191948512279748,,31.524531323282524
94,63,01,24.925017045841404,,32.713423929494816
94,65,01,23.84938291872543,,30.428019724546967
94,67,01,25.578784162419517,,33.149209914321126
94,69,01,25.120133098809468,,33.34699830668254
94,71,01,24.54294003025356,,32.014528273015394
94,73,01,23.389410942622934,,31.067840739424152
94,75,01,23.960075604265004,,31.430740445533967
94,77,01,22.107737708768706,,29.13595776153168
94,79,01,22.427062927876857,,29.477638405183598
94,81,01,20.36873256935142,,28.206981942733666
94,117,01,23.37361382482224,,29.335547750398767
94,119,01,24.660836087355378,,31.702086886077396
94,121,01,24.030697019973452,,31.67596459378183
94,123,01,24.459746907425938,,31.35287939337937
94,125,01,23.19473628061766,,29.64629363685452
94,127,01,23.1712445702885,,30.136691672866615
94,129,01,22.071064344443002,,28.9722824904976
94,131,01,22.22198757588738,,28.493240813118224
94,133,01,23.462538883168722,,30.638195261320508
94,135,01,23.290412896596962,,29.532875957478392
94,137,01,23.154488871305606,,29.844025836490683
94,139,01,23.845468521913425,,29.872712430813785
94,141,01,24.213900422253463,,30.738631225299986
94,143,01,23.48989638094882,,30.092973294293067
94,145,01,22.48267333568452,,29.38308759442794
94,147,01,24.44606368369602,,31.014439363676846
94,149,01,23.86170909375152,,29.675669283208112
94,151,01,21.65684807765323,,27.412701366842064
94,153,01,21.688435105482128,,28.701667876650745
94,155,01,24.26506664101422,,31.229277431184343
94,157,01,22.529254089050845,,28.439046028670997
94,159,01,22.43559549532801,,28.930821346727754
94,161,01,22.246271342286658,,28.45908699932829
94,163,01,20.31287288434609,,26.00664245888032
94,165,01,22.354240067389696,,29.34136349924418
94,167,01,22.49341788401935,,29.196767158922167
94,169,01,20.0333199417164,,26.9084320794298
94,171,01,21.13238167710742,,27.215337933435244
94,173,01,22.79330469144479,,28.789822267196083
94,175,01,23.049848865592082,,29.496095133137345
94,177,01,23.49749453251214,,29.002936733738974
94,179,01,21.47474259743386,,27.466441108079625
94,181,01,22.902069282010483,,28.646568327755197
94,183,01,21.501415381856248,,26.537611270677576
94,185,01,23.44967487599723,,28.251228773944405
94,187,01,22.78925018678459,,28.077824429214743
94,189,01,23.17527361966419,,28.404443965070264
94,191,01,22.294191126788476,,28.09501175465354
94,193,01,20.266923257814657,,25.439214571669485
94,195,01,23.11176178061953,,28.895305405821556
94,197,01,22.935792632804432,,28.00293680594021
94,199,01,22.906513640664233,,28.132206883213595
95,21,01,24.99907921214705,,33.81509990456795
95,23,01,24.001466515607135,,31.687847362050054
95,25,01,24.409858202440777,,33.98866626553809
95,27,01,25.12840729518439,,34.325117699325254
95,29,01,25.5557978667252,,33.45282187478799
95,31,01,25.305431065420258,,34.0830070770667
95,33,01,25.0059670947816,,33.38402745575069
95,35,01,22.964850952173816,,31.930600947395593
95,37,01,22.082827247946817,,30.065963619864284
95,47,01,25.92135669718413,,34.47382837914856
95,49,01,26.09632834270436,,34.01027590082111
95,51,01,24.184660443147227,,31.986715146939556
95,53,01,25.099340052488383,,33.88210677444973
95,55,01,24.65794962656429,,32.236244431421895
95,57,01,23.539481995432546,,31.77024066127087
95,59,01,23.291523091097464,,31.027287913915135
95,61,01,24.210521865235243,,31.77516379240699
95,63,01,24.052917679160476,,31.46579571106013
95,65,01,23.33061320362434,,30.303802482934298
95,67,01,25.2222600061992,,33.59953512620812
95,69,01,24.54472837550303,,31.539954331736674
95,71,01,24.568019723019148,,31.683545291918218
95,73,01,23.84545022194055,,31.085639024367033
95,75,01,23.789107657837707,,31.390743427229324
95,77,01,22.835089272185492,,30.04517491013628
95,79,01,23.07772042540235,,29.442384107372103
95,81,01,22.188199529260434,,28.97340572646676
95,83,01,22.687317408296533,,28.85733366203237
95,118,01,23.760053854098945,,31.65389188557196
95,120,01,24.705078096634303,,31.765235661524592
95,122,01,24.05480620399374,,31.672509675702546
95,124,01,23.29789854063826,,31.377655805249482
95,126,01,22.9902241852206,,30.539764158472
95,128,01,22.370408064252434,,29.02334473091447
95,130,01,23.50639826824421,,31.11151971832297
95,132,01,22.056050078542093,,28.36139075025228
95,134,01,22.46664165318583,,28.94285449164343
95,136,01,23.448017929102086,,30.848487918271527
95,138,01,23.72057408824362,,30.61559220204638
95,140,01,24.59180226875398,,31.085156620277623
95,142,01,24.20746863780291,,30.32733580617851
95,144,01,22.08929937226092,,29.037110736036894
95,146,01,23.286888566326276,,29.58160756956317
95,148,01,24.267411789899384,,30.672239072235016
95,150,01,21.98164706171098,,28.505568502991736
95,152,01,22.786122639594616,,29.184167444654673
95,154,01,20.913713480785795,,27.625115448556336
95,156,01,23.77027249945995,,31.10259033667045
95,158,01,21.1733393907356,,27.96169707633797
95,160,01,23.29544005529842,,29.91717846236807
95,162,01,22.062213559587654,,28.995864138320936
95,164,01,20.420101611937767,,26.661103774809046
95,166,01,22.484991741898906,,28.921493148784904
95,168,01,22.193578361571756,,29.543175030386685
95,170,01,20.686840969894114,,26.656971425734543
95,172,01,22.302935457705207,,28.396373112067224
95,174,01,22.199031115225175,,27.48926072995456
95,176,01,22.81934315845361,,28.47837354176203
95,179,01,20.7777775282603,,26.868209013209068
95,181,01,22.514518332455147,,28.258814286944798
95,183,01,21.9714513322883,,27.678161473790198
95,185,01,23.552582199233452,,29.08636325080969
95,187,01,22.86642804042137,,27.470534329674013
95,189,01,23.37859824461182,,29.230310597317438
95,191,01,22.871017294953383,,27.89539722456632
95,193,01,21.753964001618165,,27.027969063107516
95,195,01,22.801932538977724,,28.442137963329262
95,197,01,23.07444816808184,,28.51458946779717
95,199,01,23.48706017069771,,28.016191442259196
96,21,01,25.432095698205348,,33.99855086847244
96,23,01,24.35737125007477,,32.60930891975703
96,25,01,24.54384251910084,,33.45296652808586
96,27,01,25.484516734368313,,34.674419741619346
96,29,01,25.030301140473203,,33.86228924173452
96,31,01,24.95347251158672,,33.78939309803173
96,33,01,24.511349033255804,,32.733292527764675
96,35,01,22.950997140170454,,30.445361152819466
96,37,01,22.019607540468602,,30.519373808306227
96,45,01,26.225868380896582,,34.062840930734545
96,47,01,26.035245336728295,,34.82647257659863
96,49,01,25.50047265476019,,33.718951511734375
96,51,01,23.995036587423773,,32.05402835381357
96,53,01,24.99927361023113,,33.3125208983717
96,55,01,25.086422367251906,,34.432986213077214
96,57,01,24.125318828257093,,32.35868127964948
96,59,01,22.728539530285406,,30.358509133947695
96,61,01,22.845055594846524,,31.07608122682358
96,63,01,23.29648926648661,,30.49470393078206
96,65,01,23.0280744147849,,30.8261426608784
96,67,01,25.184611124123602,,32.940418447004284
96,69,01,25.85262642985334,,33.11688620230766
96,71,01,24.801324925328,,32.58451453671649
96,73,01,23.288533405679523,,30.944024448545253
96,75,01,23.12804681858233,,30.997788698249217
96,77,01,23.641583335062414,,30.438537494622082
96,79,01,25.438007753997315,,32.71089139901873
96,81,01,25.040844590352524,,31.284712417371576
96,83,01,23.771432713288473,,30.12582284585385
96,117,01,22.050725174031765,,29.27479774617113
96,119,01,23.63117790683183,,31.94847065257047
96,121,01,24.197876726053412,,30.948455068560826
96,123,01,23.814995754792836,,30.438165303304412
96,125,01,23.074999870533084,,30.80759843525815
96,127,01,23.13541544446143,,29.62722347535186
96,129,01,23.07675149125344,,30.79148847151664
96,131,01,22.685521818959,,29.27109290317316
96,133,01,22.99576711243401,,29.7563779625336
96,135,01,23.294997229511463,,29.781655279881498
96,137,01,24.05126411576813,,31.428686199197543
96,139,01,24.659871963994313,,31.596969544011795
96,141,01,23.441725725258777,,30.009390607683113
96,143,01,23.747235440993972,,29.528454411196208
96,145,01,23.969018827971254,,30.184055418552283
96,147,01,24.84707052935934,,32.032005048122706
96,149,01,23.179898872476112,,29.60147479447139
96,151,01,23.335319035272587,,29.58698472949162
96,153,01,21.668192789030105,,28.459397297753767
96,155,01,20.968505320732717,,27.644330165965165
96,157,01,24.165195375515,,30.885103030957563
96,159,01,23.63024287124818,,30.39044058424927
96,161,01,23.20083659402856,,30.456729870505
96,163,01,20.726865485002243,,27.529925955140726
96,165,01,21.180063492179546,,27.415167051966417
96,167,01,23.59974616563811,,29.57719774985265
96,169,01,22.057078087921653,,29.389167164234934
96,171,01,21.911129792391193,,27.798677520928152
96,173,01,22.571352530044575,,29.466868566788097
96,175,01,22.684308874967854,,27.773536682739067
96,177,01,22.399330678758393,,28.443329845582564
96,179,01,21.56219079118188,,26.993517036784827
96,181,01,20.892636600844373,,26.21575447048191
96,183,01,23.05366275068095,,28.399770921881924
96,185,01,22.834744269134482,,28.387854549033854
96,187,01,22.662514588729863,,28.316121812348012
96,189,01,22.350494983103836,,27.610451331873993
96,191,01,22.744756737189622,,28.094620809923608
96,193,01,22.152099172894086,,28.36563838836805
96,195,01,22.92575778680201,,28.863596855492368
96,197,01,22.58403964375415,,27.34248059670224
96,199,01,22.89085082367042,,27.491054878124427
97,21,01,25.906207233374015,,33.98498994216926
97,23,01,25.604707983096393,,34.07832589088004
97,25,01,25.16363513234468,,33.839628235642905
97,27,01,25.515446317874925,,34.210970881708654
97,29,01,25.47537827239432,,35.31234886507458
97,31,01,25.391899385475256,,34.23821434261425
97,33,01,24.62775996291794,,32.915020101205435
97,35,01,23.419561246823182,,31.91825836107305
97,37,01,22.477047817251695,,30.30391870921888
97,44,01,25.401126493000216,,33.47811311808297
97,46,01,25.346235564338052,,34.01567369428919
97,48,01,25.519924552236397,,33.822353540954204
97,50,01,25.096005337374187,,33.22612440503683
97,52,01,22.82564728959533,,30.310106979726843
97,54,01,24.67265458114468,,32.93412831379504
97,56,01,23.994672342370723,,31.431533447680774
97,58,01,23.323979392264274,,31.46533565085569
97,60,01,22.659850731783997,,30.764554351383424
97,62,01,22.943568394565307,,30.742685863370667
97,64,01,23.395260215733057,,30.639933447758747
97,66,01,22.842296842903874,,30.09292490707501
97,68,01,25.840784809048397,,33.207680507967005
97,70,01,24.58166233007149,,32.36567352740082
97,72,01,23.618795687476197,,31.09483405031422
97,74,01,23.24668754835609,,30.344194341475497
97,76,01,22.89261122919716,,30.11955728768643
97,78,01,25.34574415808537,,32.69422786899354
97,80,01,25.553107725103015,,32.46054155076385
97,82,01,23.77379599111836,,30.314028419328338
97,84,01,22.949389684107782,,29.068697173711673
97,118,01,23.093964948347562,,30.392738806230504
97,120,01,24.523869503344237,,31.721261056252025
97,122,01,24.280016453973428,,30.255289381547765
97,124,01,23.36556292028617,,30.15409549739966
