xco,yco,ensemble,tha1980,tha2020,tha2080
63,105,01,23.068006753882184,,29.550431401907986
63,107,01,23.774113105464068,,30.55628302936525
63,109,01,24.753224546083572,,31.282434958977912
63,111,01,23.53894483027929,,30.364892543683947
63,113,01,20.718953876358082,,26.626321192598628
63,115,01,20.759577724215045,,27.22015655464334
63,117,01,22.86695108193478,,29.08604929135154
63,119,01,23.56467406831725,,29.686263581161864
63,121,01,23.433879513063836,,30.288685665981518
63,123,01,23.031414397164244,,29.248605211577782
63,125,01,23.879570041333253,,29.25671784268448
63,127,01,22.274289248506385,,28.193466645156406
63,158,01,19.489979525012156,,24.26773134503278
63,186,01,20.635825881583514,,24.965721670938226
63,188,01,21.177257303349872,,24.71443969405533
63,190,01,21.574080461848215,,26.308776498225512
63,192,01,22.430179008163794,,27.244541761425324
63,194,01,22.104173264407414,,26.295693992325813
64,104,01,23.29382844632974,,30.1539500555285
64,106,01,23.697861459677046,,31.831763847185865
64,108,01,24.117489280170084,,30.499505246129377
64,110,01,24.55763358739426,,31.018507263570843
64,112,01,22.824170688816555,,28.647606952087806
64,114,01,20.293051611925762,,26.52510140441194
64,116,01,21.4096147822116,,27.83060734564263
64,118,01,23.128978967259798,,29.844108004953014
64,120,01,22.674375216196808,,28.650115383529606
64,122,01,22.227605571739677,,28.38280552651429
64,124,01,23.208214445728895,,28.926496122747295
64,126,01,23.874712770577094,,29.25098099546975
64,128,01,21.119043301962932,,26.515603670293306
64,139,01,18.786441568257192,,24.52162541168828
64,159,01,19.646558882632654,,24.32330849593308
64,177,01,19.967036271536674,,24.718568767939352
64,186,01,20.597619724770077,,24.296956618746478
64,188,01,20.168074137929537,,24.642829423120972
64,190,01,20.89361423909264,,25.459004706198535
64,192,01,22.271004666892004,,25.877338086475973
64,194,01,21.50520688940805,,25.879842140094283
64,196,01,20.460643926801474,,24.83818826316435
65,103,01,23.11126057135793,,29.29273008329493
65,105,01,23.562644367250808,,30.768081819375876
65,107,01,23.612303210663352,,30.474156133370716
65,109,01,23.728202439036362,,30.079264470477764
65,111,01,24.16561758888378,,30.549427369982073
65,113,01,22.138065743296234,,28.11631333512383
65,115,01,22.06460898834508,,28.525271526459036
65,117,01,22.734884878589575,,29.29711838033938
65,119,01,23.227718184783956,,29.79154567042606
65,121,01,22.992638264908905,,28.774076853155822
65,123,01,22.943300329568,,29.032335454151898
65,125,01,22.90383085843017,,28.779456865116433
65,127,01,21.671248933788167,,27.038640769387158
65,139,01,19.65434836172267,,25.06319288115625
65,141,01,20.739592043800037,,24.877922638680445
65,160,01,20.006160340591094,,24.51397813460137
65,175,01,18.94568413736566,,23.83256741348492
65,177,01,22.051171701324012,,26.714576757857337
65,180,01,18.830715123066902,,23.353153950109704
65,188,01,19.947827856914866,,24.630283843132446
65,190,01,21.981184876310778,,26.2339590600101
65,192,01,22.424677698942226,,26.714833480362252
65,194,01,22.281202272687402,,26.431773273971448
65,196,01,20.693300569813516,,24.195623549943118
66,102,01,22.03134391653988,,28.27422996245027
66,104,01,22.008399482309603,,28.704991285626146
66,106,01,22.90931283155695,,29.184510111953948
66,108,01,23.342543452856873,,30.115210535068982
66,110,01,23.5342244269794,,30.319630778849177
66,112,01,23.20043267521464,,29.430356954340596
66,114,01,23.003416589355435,,29.459222670324532
66,116,01,23.86301420368362,,30.202742305001916
66,118,01,23.401389008147717,,29.979619895172405
66,120,01,23.456277777231357,,29.404344020424162
66,122,01,22.329957227326435,,28.982117209995565
66,124,01,21.858057179439825,,28.34812535642971
66,126,01,21.833083850973814,,27.423059015468638
66,128,01,21.15491820711225,,26.31685369814006
66,137,01,19.985907298442154,,25.108338607175686
66,140,01,22.221628590861318,,26.548145231717577
66,142,01,21.562184212366834,,25.730575794810097
66,160,01,19.805488751769893,,24.10538489662073
66,176,01,22.147930502699573,,27.179581013533422
66,178,01,21.17628618525346,,25.870181178034912
66,180,01,18.819744967681828,,22.899949799306498
66,189,01,19.68317052057797,,24.703250270543595
66,191,01,21.88018815016525,,26.26202899939371
66,193,01,21.731366115399357,,26.561355892447306
66,195,01,21.5517253100509,,26.053661249071176
66,197,01,20.885120036797147,,25.094179064255776
67,102,01,22.185638422669935,,28.34473308351156
67,104,01,22.085183832580395,,29.01693265993498
67,106,01,23.233890020307847,,30.253789861731583
67,108,01,22.963603046902428,,29.678954378348436
67,110,01,22.8258175064887,,29.666944072858012
67,112,01,23.547323850599707,,30.21786343869864
67,114,01,23.294798847083346,,29.997460651939573
67,116,01,23.52420662238321,,30.182891567785642
67,118,01,22.711082318118738,,29.034125403573913
67,120,01,22.74150793963379,,29.257949800224978
67,122,01,21.85233137864447,,27.98454343195859
67,124,01,20.945182632751617,,27.551997078654068
67,126,01,22.225017343970375,,27.591177641998193
67,136,01,19.637738815001253,,25.50432922532678
67,138,01,21.280456576142328,,27.13861177177183
67,140,01,22.598264009845664,,27.92240704203695
67,142,01,21.619705523067346,,26.80474431455627
67,152,01,21.356976861068233,,25.717670210610304
67,168,01,21.325944546990165,,25.37231001801486
67,174,01,20.13600330420093,,24.76052929926888
67,176,01,21.571832376987107,,26.641967437995334
67,178,01,21.60496164455979,,25.715435762346658
67,188,01,19.756331272684825,,24.90094779149001
67,190,01,21.61775074146211,,26.954235853961837
67,192,01,21.6832641464269,,26.149117232249175
67,194,01,21.47319981494491,,25.639405653225264
67,196,01,21.45645225922041,,26.342962160083722
68,102,01,21.86821478121569,,27.88368824897557
68,104,01,20.72817360761018,,27.296974893678797
68,106,01,23.0193553555101,,29.634394003695085
68,108,01,22.433527081464483,,29.275205304160657
68,110,01,23.117664894976368,,29.918156177714334
68,112,01,23.080258961246912,,29.966003795199814
68,114,01,22.325499126672277,,28.279755577278646
68,116,01,23.64540128820938,,30.443959513844863
68,118,01,21.947604097309814,,28.414344816219543
68,120,01,22.26108964470328,,28.502329695752156
68,122,01,20.9956780572848,,27.494327008876066
68,124,01,20.905418166473936,,26.527720161553283
68,126,01,20.560238821061688,,26.398785836114453
68,137,01,20.491924710125435,,26.50286940989987
68,139,01,21.846180638105253,,27.754745721737887
68,141,01,22.634372720939346,,27.473977255731526
68,143,01,20.27303863129139,,24.682004653225565
68,146,01,21.505334916467355,,25.792924595743568
68,151,01,21.053590972331804,,26.2259757194935
68,156,01,20.745470175473386,,25.81944432259667
68,158,01,20.917926435720922,,25.944713314701456
68,167,01,20.783334813052427,,25.4681812740704
68,172,01,20.875306106109303,,25.756831641071596
68,174,01,21.966266672136094,,27.734805878101955
68,176,01,21.812426004342672,,26.72239884102146
68,178,01,21.57095905062625,,26.164241941715822
68,180,01,20.52862572795536,,24.81966885220621
68,182,01,20.08560872469359,,24.365872665234765
68,190,01,20.075870540639393,,24.65265756890439
68,192,01,20.551736275156962,,25.589261219566094
68,194,01,21.335169879370273,,25.71708335839376
68,196,01,21.833206806997648,,25.891335003634335
68,198,01,20.685346364933885,,25.38210648769964
69,13,01,19.98911051222481,,25.540904407954844
69,103,01,20.869349311349836,,27.090415878307436
69,105,01,21.80641095473269,,28.349676185241112
69,107,01,22.43027542827623,,28.780706520691965
69,109,01,22.397779815761666,,28.680122298302507
69,111,01,22.91251499707406,,29.224021312956282
69,113,01,23.05385673800228,,29.594692399222286
69,115,01,21.836208616874256,,28.41866237598645
69,117,01,22.843342932087214,,29.259289662765745
69,119,01,20.984539127181442,,27.535922611784848
69,121,01,21.66073044018137,,27.866917589672592
69,123,01,19.98079116733491,,25.835962839332588
69,125,01,21.329913264648496,,26.943598147369084
69,127,01,20.47161143662677,,26.390795672142104
69,138,01,19.98911051222481,,25.540904407954844
69,140,01,22.396496960463733,,27.832802189736178
69,142,01,22.229739533158575,,27.537685503798784
69,147,01,21.59984987887012,,26.755811284318824
69,152,01,21.463227012506408,,27.09700617075473
69,154,01,21.03095714384223,,25.835710177325918
69,156,01,21.908816989243103,,26.850033053582383
69,158,01,22.23015116655091,,26.666227631464878
69,160,01,21.01311304374214,,25.851888304956514
69,167,01,21.876387068799925,,27.207075946849553
69,171,01,21.047786883502756,,26.297449462009315
69,173,01,22.00032375582258,,26.200813752653712
69,175,01,21.602433290728396,,26.369799457550922
69,177,01,22.150533706918228,,26.865787477449445
69,179,01,20.67740405972766,,26.093507283378276
69,181,01,19.491265392092203,,23.275882138177987
69,190,01,18.77763281977408,,23.29504010212
69,192,01,19.77942994486095,,23.802679045413583
69,194,01,20.399293065860164,,24.75675392699272
69,196,01,21.316633167894736,,25.315787827482023
69,198,01,20.7312236484345,,25.153876126029473
70,13,01,20.865351076532612,,26.85131385037538
70,104,01,20.47379774548081,,26.634994336994655
70,106,01,22.848855977549743,,29.237769014614535
70,108,01,22.996980795173698,,29.61820893524489
70,110,01,22.817586282578045,,29.83878155456084
70,112,01,23.078830388792944,,29.418520128947637
70,114,01,23.17161225033132,,29.0639013707694
70,116,01,21.909270312786955,,28.60627388883864
70,118,01,22.276325385636675,,28.44325247517763
70,120,01,21.206618342137848,,26.792037641015757
70,122,01,21.456219600090474,,26.937092879472335
70,138,01,20.865351076532612,,26.85131385037538
70,140,01,22.74845921881087,,28.702941918434476
70,142,01,21.03838584524074,,25.879448507902378
70,151,01,20.862976642935458,,25.873835719723374
70,153,01,22.46784632190817,,28.693449232864598
70,155,01,22.511135298560017,,28.013665128763794
70,157,01,22.760847044202198,,27.40431623439125
70,159,01,21.66655426334863,,26.260110533391703
70,161,01,20.722656578494917,,25.264516426304414
70,171,01,20.46500201553901,,26.205328704424314
70,173,01,21.95374067725032,,27.14441558456038
70,175,01,21.525387283319056,,26.791115627454626
70,177,01,20.299707616179763,,25.97341180394561
70,179,01,19.44158379976162,,24.75453124528936
70,181,01,20.877552038884225,,25.45718147693604
70,194,01,19.142104769870546,,23.429696579939833
70,196,01,20.366419737378877,,25.14827594894331
70,198,01,21.121083244743232,,25.834166527420614
70,200,01,20.170382800596833,,24.627427272317142
71,107,01,23.329759314771643,,29.641470738262466
71,109,01,23.065580719921744,,30.02849808661069
71,111,01,23.072750612412772,,29.17311178278142
71,113,01,23.11153664740207,,29.600791229985514
71,116,01,22.302875503839935,,28.706091593048153
71,118,01,22.594523832595293,,27.957880146159365
71,120,01,21.515475082334877,,27.141586902774844
71,142,01,21.44748466134829,,27.140636855183406
71,144,01,21.531909943431256,,26.39993100958682
71,152,01,21.0778220409815,,26.83931623731048
71,154,01,21.664553763208488,,27.056382833385726
71,156,01,22.336731174882786,,28.144549186216636
71,158,01,22.835356307125732,,27.063397438283527
71,161,01,21.45934896111344,,26.279154287787417
71,170,01,21.6745492837103,,26.62422324404649
71,172,01,20.87105208974688,,25.777890953470692
71,174,01,21.63080149581668,,26.173970889151015
71,176,01,20.668800328255504,,25.095675724104975
71,178,01,19.510863487479398,,24.649859341213286
71,180,01,20.063170020053168,,24.558513800317627
71,196,01,19.88688064931501,,24.526754286439452
71,198,01,20.59919030176926,,25.355711719610213
71,200,01,20.39618506090806,,24.7653588060733
72,107,01,22.822106192279687,,29.116105431420152
72,109,01,22.74436759493807,,29.196529622965194
72,111,01,22.349934947926947,,28.609276256137267
72,113,01,22.769743681020877,,28.786630017111662
72,115,01,22.68335204692337,,28.903882270503946
72,117,01,21.446653474728276,,27.55683666820677
72,119,01,21.832139518045135,,27.46942038840105
72,142,01,21.792923839780443,,27.940170443552667
72,144,01,22.15961089939017,,27.661387081959916
72,146,01,20.69238116973311,,25.675677621326454
72,153,01,22.87623844341992,,27.581829458849896
72,155,01,22.953775680517868,,28.92534006612963
72,157,01,23.29248307201612,,28.836745596560178
72,159,01,22.23367064524136,,27.296743158529512
72,161,01,21.79909227029698,,26.740729057753455
72,168,01,19.76808208408681,,25.089705564882916
72,171,01,22.136400436784765,,27.773870436384673
72,173,01,21.915789010469723,,26.49949856924551
72,175,01,20.346852420096365,,25.25530751690416
72,177,01,19.541962971698453,,23.893213221075726
73,105,01,20.43049209764296,,26.5187647394643
73,107,01,22.301382153998325,,28.160177827652976
73,109,01,22.473669526822743,,28.10401851402759
73,111,01,22.601328491646928,,28.285254828542143
73,113,01,22.67656267697486,,28.471818116804933
73,115,01,21.915888362076917,,27.270718304445325
73,118,01,20.646583088645823,,26.481355300230728
73,130,01,19.593524069524143,,25.1387996473439
73,137,01,20.153346243421478,,25.26278139476306
73,145,01,21.351558134916075,,27.491678145003945
73,147,01,21.15085986884707,,26.618746470272708
73,153,01,22.038750461561254,,27.812118396630666
73,155,01,22.758365127039728,,28.335979576785615
73,157,01,22.77680499418674,,27.987757536481062
73,159,01,23.229014339959924,,28.09109799831135
73,161,01,23.116183476547224,,27.693316731340843
73,168,01,20.645692716837132,,26.51645974219774
73,170,01,21.48252444229802,,26.964943383335587
73,172,01,21.97520800724563,,27.629046563187018
73,174,01,20.93771673168917,,25.08614498993597
74,12,01,20.892371759630088,,27.590067543221465
74,14,01,20.671037778095922,,25.3218219331971
74,106,01,20.97112951808203,,26.595059787972716
74,108,01,21.478589816704762,,27.103045739551597
74,112,01,21.783121545027374,,27.43880900963027
74,114,01,21.800878370494765,,27.552103201671258
74,129,01,20.892371759630088,,27.590067543221465
74,131,01,21.470121301241328,,26.996493836898225
74,133,01,20.895839955056406,,26.174218987900794
74,135,01,20.683814498757616,,26.598785548219634
74,138,01,20.447864160694035,,25.97240526014082
74,147,01,20.671037778095922,,25.3218219331971
74,152,01,21.091976943311728,,27.18237677546081
74,154,01,22.701334622502465,,28.107376307697862
74,156,01,23.687761043909834,,28.603788689192584
74,158,01,23.12205464613608,,28.48968201892635
74,160,01,22.891440193389226,,28.263694298483696
74,162,01,22.62214661812474,,28.15155686432602
74,164,01,22.38610083971018,,27.585267605273337
74,166,01,21.812556120670195,,26.150706081985884
74,169,01,21.74478075836012,,26.46218744414538
74,171,01,21.623809716517954,,26.55048806441376
74,177,01,21.16436310365259,,26.883893179882765
75,10,01,21.27924072969963,,27.126092181908234
75,12,01,20.61224858237437,,27.25422360320313
75,18,01,20.388869406618024,,25.97344986845498
75,53,01,20.554933345751557,,26.776654386356793
75,109,01,21.27924072969963,,27.126092181908234
75,111,01,21.400972361906867,,27.357112975194973
75,113,01,21.268010235587493,,27.21715709338316
75,129,01,20.61224858237437,,27.25422360320313
75,131,01,20.885899343216728,,26.62909974049593
75,133,01,20.946012929113227,,27.04549506583774
75,135,01,21.570455982279228,,27.224008031294908
75,137,01,21.56960276097589,,26.75515502963034
75,140,01,21.67707813825578,,27.626126197046176
75,142,01,21.819270324002137,,27.329790849648415
75,144,01,21.633959492969396,,26.42377500320175
75,149,01,20.905625751084635,,26.380481997397553
75,153,01,22.425196571373917,,28.358886615277463
75,155,01,22.739355569927113,,29.108532051211302
75,157,01,22.822834370533684,,28.815958365574698
75,159,01,22.208406631997548,,27.411821575743268
75,161,01,24.06521772002547,,29.978729722860084
75,163,01,21.99804113931386,,27.073437040964716
75,165,01,22.08782377620289,,26.612702993146467
75,167,01,20.833252334977306,,25.638788491047837
75,169,01,21.839438810490616,,26.87770069145569
75,172,01,21.518142233614395,,26.419825689572285
75,175,01,20.894721049613537,,26.42513900425888
75,177,01,20.991099795506475,,26.430887269584865
75,179,01,20.630073248613545,,25.554471886981446
75,184,01,20.388869406618024,,25.97344986845498
76,11,01,20.986849227036284,,26.894934425971975
76,19,01,22.944640885217854,,30.043504727968735
76,49,01,21.421628035856873,,29.29878508624074
76,53,01,21.25336818749154,,27.597044161299316
76,111,01,20.986849227036284,,26.894934425971975
76,131,01,20.537302476369625,,26.31678130240349
76,134,01,21.134513902139524,,27.771237124934355
76,136,01,21.91712700398554,,28.190206322396428
76,138,01,22.18809699488565,,28.19005715631494
76,140,01,22.540153857811834,,27.691232813889545
76,142,01,21.81352718833084,,26.985069017638146
76,144,01,21.658376773689703,,27.138434704597778
76,146,01,22.5077976776833,,27.244793808121955
76,148,01,22.29405188660748,,27.800288759567987
76,150,01,22.459681250991856,,27.9760716065442
76,156,01,21.610100781693557,,27.481943249974222
76,158,01,22.325026971388795,,28.568860281756663
76,160,01,23.18940321980007,,28.691788527136886
76,162,01,23.33998461668901,,28.695906771555414
76,164,01,23.195916059944818,,28.416491945634554
76,166,01,23.24658271068305,,28.57800087692456
76,168,01,21.68685860856762,,27.026232885857123
76,170,01,22.70352080942419,,27.726537298254556
76,172,01,21.700307212211754,,26.820642524207475
76,174,01,22.432399545417635,,27.82375739808978
76,176,01,20.14491747147065,,25.136623701568674
76,178,01,22.06203726625582,,27.011894630631925
76,180,01,21.934448205830233,,27.914042787794823
76,182,01,22.183264339396963,,27.252210836520064
76,184,01,20.342221291192317,,24.531301947310723
76,186,01,20.118312240251257,,24.914408397371187
77,19,01,23.64158686815096,,31.30812653391003
77,49,01,22.57808375961929,,30.071796910245126
77,52,01,22.23372318377686,,28.693375465259944
77,54,01,21.840039168179974,,27.3712127047607
77,136,01,22.00396838849952,,27.769518627525063
77,138,01,21.608238854437527,,27.31328811149392
77,140,01,22.479698700257554,,27.556902528607335
77,142,01,21.137311837550353,,26.9272876691505
77,144,01,21.75307461288841,,27.35903795239208
77,146,01,23.45242956005285,,28.334749858144583
77,148,01,22.621889424911522,,28.0922339049893
77,150,01,23.209156580577915,,28.292099550426922
77,152,01,22.614044231079102,,28.554828634584617
77,155,01,21.887016838347133,,28.242188555187074
77,157,01,21.896064496236352,,28.893810526599495
77,159,01,21.532299018066926,,28.07574923090968
77,161,01,23.068581711008374,,28.71468384155128
77,163,01,22.571729684803806,,28.546967024644733
