xco,yco,ensemble,mhwt1980,mhwt2020,mhwt2080
61,127,01,22.905124550063675,24.16889190275067,28.423203505355875
61,184,01,20.433702677304176,20.7552256896261,24.93777900372185
61,186,01,21.78224760020972,22.09503951250134,25.434856129372296
61,189,01,21.5998541605429,22.278965631961952,26.26181468422796
61,191,01,22.864404322626992,23.30814036008523,27.407754525991916
61,193,01,21.84911654672837,22.51458435457686,26.183619500935166
61,195,01,21.506390607850747,22.06919369462207,25.11945163905542
62,103,01,23.997326842279733,25.329263010425034,31.130274275770695
62,105,01,23.99264547678323,25.333464155596314,31.44114737474012
62,107,01,24.870859704843514,25.773813993975473,31.564686767223844
62,109,01,25.419252779265452,26.593093627406205,32.60823669712016
62,111,01,24.361333362534833,25.66887529855539,31.234725496053898
62,113,01,22.30777555161858,23.72664777721632,28.509902746974507
62,115,01,22.52925614041228,24.218438327766506,29.284701201966058
62,117,01,24.05102583799788,25.449572982011748,30.0596185810474
62,119,01,25.01043434611188,26.248383010122865,31.0441584648297
62,121,01,24.86871771286099,26.060224287713126,31.40630585855618
62,123,01,24.52539501813465,25.644445405861326,30.855329311565367
62,125,01,24.683511602113565,25.8878404434117,30.650104445149413
62,127,01,23.36828813339798,24.840844272413438,28.89055521008298
62,185,01,21.670925303009486,21.613485932152045,25.67039393330581
62,187,01,21.866144285302692,21.98030474628386,26.05882003156381
62,189,01,21.245393683019987,21.800882313355665,26.039247523649575
62,191,01,23.33721035900571,23.99931624539978,27.258488672986026
62,193,01,22.69063365957702,23.31384258747287,26.96077733417678
62,195,01,21.827290634506298,22.562648470713434,26.446138368616676
63,103,01,23.573977170697468,24.640952491234803,30.884388732276843
63,105,01,24.065177041116986,25.452418700393892,30.962003464651012
63,107,01,24.805262958065494,25.937689370129796,31.852764677997268
63,109,01,25.90247736345844,26.701511775175753,32.53529266131023
63,111,01,24.543460580383833,25.62447556043761,31.76756314433441
63,113,01,21.56259214818579,22.78571679352133,27.82396775452554
63,115,01,21.598898108791193,22.69131030338424,28.278096275430627
63,117,01,23.79811134637523,25.10232180852233,30.207000207475655
63,119,01,24.67938490453531,26.030119411671507,30.960076953763732
63,121,01,24.52044733071296,25.738163098533782,31.637589823762468
63,123,01,24.09755479410818,25.283252557645294,30.52818613041648
63,125,01,24.955472079730825,26.190451231345854,30.59101068614677
63,127,01,23.238761476950167,25.104131920318572,29.764201086079357
63,158,01,20.607775165602977,21.385369783782362,26.134138597283066
63,186,01,21.87987450885423,22.00701846601478,26.254298805213864
63,188,01,22.548171826363134,22.766749020061148,26.028542880115477
63,190,01,22.87645957652192,23.300295856199583,27.5818876612628
63,192,01,23.72698329852852,24.555623966530124,28.6604896458778
63,194,01,23.3796280416696,24.150950114536098,27.718719359130308
64,104,01,24.30789953585601,25.653759140019844,31.394501388671955
64,106,01,24.705524748330134,26.418940938287307,33.133346411094315
64,108,01,25.133527912699144,26.21249766343852,31.950255817095144
64,110,01,25.523553831446282,26.68321844785355,32.36847616866522
64,112,01,23.789113594778044,25.07508647969162,29.810757904618473
64,114,01,21.12225648037652,22.619309806689486,27.595620309433603
64,116,01,22.331237924841584,23.580406614813928,28.96836475439059
64,118,01,24.165998572633576,25.520832012491493,30.951334008787285
64,120,01,23.694991305765427,24.824474561847072,29.97506624074512
64,122,01,23.32788521706532,24.79412361062689,29.65918357098414
64,124,01,24.29513938715916,25.656298947340588,30.2160817167857
64,126,01,24.86100642668022,26.114231143687192,30.756663814369862
64,128,01,22.134554038024145,24.084030978321422,28.042166634744902
64,139,01,19.851772276063485,21.358919992597542,26.15143554285921
64,159,01,20.837217093607446,21.701408540007833,26.010403697241596
64,177,01,21.265342841302573,22.102584766525222,26.132651263182503
64,186,01,21.731752147247775,21.654960103280143,25.51359595000086
64,188,01,21.474043035030753,22.054739188741653,25.994488848556728
64,190,01,22.3120308620461,22.931420069689604,26.82685749281722
64,192,01,23.57252175142876,24.200757508519285,27.210740960861003
64,194,01,22.854950855333815,23.779593231949253,27.345376637993407
64,196,01,21.777903982837344,22.669030279552207,26.33391915701476
65,103,01,24.045097324407724,25.13417130961277,30.704697576757496
65,105,01,24.53693360671024,25.385733360161925,32.226508007763044
65,107,01,24.59646431461435,25.980910804605145,31.804159378260422
65,109,01,24.750520127688816,26.071173219624402,31.386031206156378
65,111,01,25.209396992439203,26.36712138995793,31.96394661217448
65,113,01,23.030481094043044,24.35761425574059,29.300283741951887
65,115,01,23.059810619534534,24.370624423962056,29.728219197989006
65,117,01,23.703981168636535,24.943531382876056,30.540021729928057
65,119,01,24.294015177802134,25.50443876168653,31.17955953743498
65,121,01,24.055889622748875,25.1806255697361,30.062028019528462
65,123,01,23.98945466684086,25.523040629275634,30.289219314060627
65,125,01,24.009949444728555,25.428596180675658,30.2306838599215
65,127,01,22.694855859553414,24.257348361879565,28.41155978773837
65,139,01,20.792319921478683,21.760657316907388,26.467547293772032
65,141,01,21.876268786706216,22.98239899690802,26.81749146233135
65,160,01,21.17591615715654,22.01287994157579,26.112379617263155
65,175,01,20.139462481346253,20.98577633222547,25.113263136923074
65,177,01,23.31669804046526,24.26146988704955,27.993547379490924
65,180,01,20.028010111009337,20.81763995071536,24.588434555415244
65,188,01,21.229665601803426,21.970876449294266,26.037812104372815
65,190,01,23.265325714338807,23.829377377816886,27.59102967953396
65,192,01,23.65002543882192,24.348351342977157,28.069569650109482
65,194,01,23.565009261040974,24.477680328742508,27.853200594533327
65,196,01,21.99464990962345,22.662346156961227,25.666071826336978
66,102,01,22.914987480431847,23.762683973892173,29.782110118426427
66,104,01,22.952273134240066,24.151272429970504,30.18221987661
66,106,01,23.88688115229624,25.10359981712943,30.578432271209227
66,108,01,24.285704280286666,25.84916838737658,31.467563764517692
66,110,01,24.56382569908958,26.02354433127074,31.64634638667444
66,112,01,24.205826948406617,25.701616447115963,30.666320027912917
66,114,01,24.02795068290084,25.32500902739398,30.758535448729567
66,116,01,24.930450161004988,26.010883059293814,31.405504732472654
66,118,01,24.373881218187947,25.802053965015787,31.19128788439085
66,120,01,24.500592610506562,25.648541447158397,30.58601090622964
66,122,01,23.47747286204005,24.60548270358026,30.605060230072244
66,124,01,22.953769979065893,24.051746242164,29.85869784141789
66,126,01,22.923888108065146,24.35981523310475,28.751185286026246
66,128,01,22.232913574606044,23.569847483769923,27.647529373381158
66,137,01,21.08777993320928,22.312511902728918,26.611055573662462
66,140,01,23.36443117650112,24.10980439389896,28.038781122717435
66,142,01,22.703779745060835,23.67646991996862,27.69701992868678
66,160,01,20.952056977229976,21.916136260134884,25.66198852863868
66,176,01,23.303123564162075,24.268280593390184,28.408632070896164
66,178,01,22.494585773182322,23.3461637944995,27.16294365447462
66,180,01,20.04762964163945,20.822525421853268,24.232705067400836
66,189,01,21.075388774094105,21.68932236317703,25.97057022003231
66,191,01,23.271149125353308,24.07060197158991,27.517007182508888
66,193,01,22.981157419464715,23.717674331433006,27.96915687752561
66,195,01,22.838343892589016,23.786667245996487,27.451843903910397
66,197,01,22.16463654044318,22.941502006489007,26.563667018199872
67,102,01,23.053793439906165,24.22531052401936,29.870450575937923
67,104,01,22.979801251754456,24.253964608770904,30.480079776328193
67,106,01,24.16743650397731,25.526862008388697,31.59085670039115
67,108,01,23.929002193242425,25.19998693616926,31.029684842856582
67,110,01,23.837143009708356,25.252718114650715,30.869924328258477
67,112,01,24.539353178459923,26.059248776694414,31.441346026541726
67,114,01,24.238548068284448,25.852402367754873,31.420412776298036
67,116,01,24.634449669345205,25.669050080196726,31.492618737302603
67,118,01,23.75389832832044,24.74775824464065,30.219831669486233
67,120,01,23.765069245252448,25.136972035248938,30.563888200498372
67,122,01,22.866670292017353,24.056077097418182,29.47550607416897
67,124,01,21.99380856050111,23.52277929601189,28.907154056441406
67,126,01,23.31930971268415,24.49975090980921,28.738428855894778
67,136,01,20.67918819494194,21.817149553457476,27.090598593105955
67,138,01,22.46439430647775,23.570484826847313,28.650876039053315
67,140,01,23.84187085736334,24.65011034831163,29.584673361970054
67,142,01,22.901071207959486,23.890805773851675,28.665166865024513
67,152,01,22.379013837540228,23.357668447027837,27.393934632316185
67,168,01,22.6370264356938,23.09625259178457,26.799564587012856
67,174,01,21.436796065437704,22.337281809984976,26.151241250198403
67,176,01,22.86924420633352,24.112888402552603,27.9478741276206
67,178,01,22.803335502304588,23.78628931483251,27.042193335113232
67,188,01,20.90011504305926,21.701753360839998,26.195094646915667
67,190,01,22.86673717521812,24.236662936639767,28.181178678045498
67,192,01,22.925065508424016,23.59914049058661,27.437566959603366
67,194,01,22.729925444538157,23.775769707956,26.89851120938245
67,196,01,22.70607076497658,23.29236488618828,27.85019997552645
68,102,01,22.720486267774497,23.917066032340376,29.118678177820296
68,104,01,21.649922233246887,22.771481586310163,28.622956830763464
68,106,01,23.96086237897264,25.590302657064633,30.797661436646216
68,108,01,23.4646499365858,24.904421397525173,30.55084714027058
68,110,01,24.156014321186376,25.15001240602333,31.079376315470988
68,112,01,24.12379387920391,25.525017340912814,31.021369035388425
68,114,01,23.30183128133173,24.313718430810155,29.462363217172964
68,116,01,24.62788284239024,26.164086605124556,31.616165127038172
68,118,01,23.013728399904732,24.137445188849796,29.562200905566485
68,120,01,23.259477833354012,24.52198113368298,29.73305920607259
68,122,01,21.910775972997648,22.974782513401287,28.889502490253825
68,124,01,22.030191783974168,22.958720028694174,27.65496800165681
68,126,01,21.67927130576362,22.45904691421885,27.497159132641105
68,137,01,21.65338241186957,22.573043080793422,27.83542249909708
68,139,01,23.04395414869176,23.817515290467814,29.184546038562146
68,141,01,23.805412404856597,24.46874058897503,29.05713673514296
68,143,01,21.463592326657416,22.692456796527683,26.619509268397863
68,146,01,22.63568606360375,23.65171592953272,27.5047878964575
68,151,01,22.134908773407822,23.23408550100345,27.81335864793987
68,156,01,21.870626649761697,22.857413260930784,27.57360658451084
68,158,01,22.112346554262267,23.278877640785115,27.960489255581372
68,167,01,22.052868360025773,22.708587439822768,27.093750085595826
68,172,01,22.09752478885767,23.06829992601007,27.1245048768327
68,174,01,23.1917667922369,24.389539574699757,29.087736174361282
68,176,01,23.013507572134316,24.05007072851558,28.124957023159702
68,178,01,22.79793038521118,23.7132798002846,27.493459654605083
68,180,01,21.76151299942812,23.057271655222323,26.29999229202462
68,182,01,21.275206657390488,22.392253439461154,26.03258389779162
68,190,01,21.1841967828386,22.28294978564541,26.007766882086408
68,192,01,21.764114013948696,23.02204584812353,26.83854181674051
68,194,01,22.52368302502764,23.467896206756283,27.087339279563146
68,196,01,23.0303998090053,23.633181206966935,27.38244152426279
68,198,01,21.9774013089706,22.841126632915767,26.840235939201037
69,13,01,21.129231868020703,22.009558973016908,27.03162989850083
69,103,01,21.757159863897268,23.020968315048115,28.318873252593335
69,105,01,22.743148651103656,24.370226368967696,29.623664702047783
69,107,01,23.41334443845598,24.719628410102597,30.014103813436336
69,109,01,23.471551802222493,24.756556070247175,29.873182567123493
69,111,01,23.964389381830152,25.220849071123453,30.415578737472302
69,113,01,24.041809018522226,25.44369267717709,30.73330772067017
69,115,01,22.79893766540251,24.459951955874565,29.68929939736772
69,117,01,23.863155833423544,25.243722983115646,30.396076578733762
69,119,01,22.072852731484762,23.143462420262185,28.6744935124937
69,121,01,22.573972690999717,23.944406159957285,29.118213286653123
69,123,01,20.914804122811624,22.327640630055757,27.01972400403681
69,125,01,22.19990709695891,23.583148973441634,27.99517516248294
69,127,01,21.43877528463034,22.803848408392493,27.635195810271075
69,138,01,21.129231868020703,22.009558973016908,27.03162989850083
69,140,01,23.5450521978402,24.334583195457775,29.440049109994845
69,142,01,23.38291314642047,24.526760968629887,29.292982606787607
69,147,01,22.753719919157056,23.757567914607396,28.26167438390681
69,152,01,22.595686994272878,23.717842488283807,28.660199936557596
69,154,01,22.172931810152793,22.83505867858503,27.61221201559626
69,156,01,23.103877870843135,23.89581523044261,28.55856709263291
69,158,01,23.414856594382663,24.04460306756207,28.360715441483265
69,160,01,22.159537663704103,23.04822535648052,27.50903159486124
69,167,01,22.995583571632842,23.822141679978184,28.432014819164603
69,171,01,22.2903871389948,23.30113106051591,27.72965990438561
69,173,01,23.210503807351227,23.96577489528756,27.749889974326933
69,175,01,22.80086587015077,23.949035294428587,27.783703126814956
69,177,01,23.283345061144004,24.366858970876674,28.249319437834252
69,179,01,21.96193354481483,23.093455712383186,27.525128923004743
69,181,01,20.768928024735345,21.183041450631784,24.776933986931994
69,190,01,19.918614124913667,21.063367775398454,24.546043490451705
69,192,01,20.911304466851167,21.897619056934808,25.28886717850315
69,194,01,21.523942758446534,22.389880827137844,26.17086043940468
69,196,01,22.426536605940967,23.552390909378992,26.80478870868782
69,198,01,22.001802239610118,22.943645504824428,26.602616101738967
70,13,01,21.86060004066854,23.024812715752816,28.211651371492717
70,104,01,21.368284950366903,22.72754536372845,27.883165740140488
70,106,01,23.738221578065975,25.139008361282364,30.213388074049465
70,108,01,23.98556666208995,25.16899620891973,30.80372198653958
70,110,01,23.844770413399505,25.101495920522265,31.02102687501966
70,112,01,24.09244929779692,25.26081010621291,30.60684636005302
70,114,01,24.190515700374394,25.619907425816624,30.28352204316079
70,116,01,22.861405244135,24.45469969320897,29.728145768116324
70,118,01,23.25074051857532,24.495770172707203,29.482617894388365
70,120,01,22.138579197152826,23.19455833551198,27.93535125054196
70,122,01,22.42933740544947,23.63824165691911,27.916566847013467
70,138,01,21.86060004066854,23.024812715752816,28.211651371492717
70,140,01,23.745903362045258,24.41377599974022,30.288717936092635
70,142,01,22.23408934177035,23.31664147577027,27.49746142933575
70,151,01,21.939402625547064,22.851237370357907,27.382903836821527
70,153,01,23.506963917228035,24.519289165820737,30.175603638542835
70,155,01,23.652653599866188,24.73415099760501,29.79567527407147
70,157,01,23.887195041160467,24.641814055935935,29.049572363743646
70,159,01,22.890496627859562,23.8895277020862,27.899372084307437
70,161,01,21.973028785424834,22.816280452562967,26.900339017496336
70,171,01,21.725350428997167,22.56919371648305,27.5166832669771
70,173,01,23.17432131639986,24.047144373965093,28.570359287352606
70,175,01,22.740115362129664,23.891722072006605,28.121957005962777
70,177,01,21.42640659501231,22.871670582481894,27.589872428177753
70,179,01,20.74034849704234,21.89871945184276,26.00581069060689
70,181,01,22.065869712150754,23.436009973533142,26.931498687597042
70,194,01,20.28255855806043,21.318840418524886,24.741000089614978
70,196,01,21.4197391347675,22.75574611910479,26.973350036480678
70,198,01,22.42347314770239,23.070378862835863,27.222436004987273
70,200,01,21.520292638053334,22.790530599682445,26.22294717041483
71,107,01,24.24903585694184,25.440211710553424,30.791402211453185
71,109,01,24.063335872830617,25.565385825376527,31.332753083504283
71,111,01,24.07014149036092,25.2599372093269,30.35803748475568
71,113,01,24.110421868566156,25.338086468797783,30.8419819026719
71,116,01,23.186253119623515,24.632840025605297,29.730585977212208
71,118,01,23.574944952280866,24.582704739688708,29.11023714545951
71,120,01,22.439403969237155,23.83794733646606,28.311011775726687
71,142,01,22.566995328699594,23.709244549245014,28.98894481363214
71,144,01,22.87772030410304,24.0370724651399,28.296375116592575
71,152,01,22.22219717079372,23.279797879173252,28.270567925342963
71,154,01,22.761834061962738,23.611131364261592,28.44877278704968
71,156,01,23.511237058274652,24.441764916228056,29.690090203924353
71,158,01,23.99779709610859,24.500437350864836,28.512854420115776
71,161,01,22.579406897498643,23.31156710488169,27.956858391558836
71,170,01,22.777786130383674,23.745231873323732,28.105541719661097
71,172,01,22.27056060169471,22.782521542716072,27.22885177249065
71,174,01,22.851348465855178,23.81285753884797,27.632958115727003
71,176,01,21.900450775856168,23.077341864921493,26.514174289743636
71,178,01,20.707082903358693,21.924203219809506,26.056625352554757
71,180,01,21.22452123789165,22.342629137597772,25.89874030871669
71,196,01,20.994024385349253,21.88069998508658,25.88506553294565
71,198,01,21.839848810890093,22.571654827916717,26.762810068147974
71,200,01,21.671205773832998,22.667440013334886,26.257170626781413
72,107,01,23.694099502027715,24.936927328783042,30.36518630532274
72,109,01,23.704763539688432,25.0155953686268,30.547864846812413
72,111,01,23.356610815493834,24.58483656806509,29.90891796066776
72,113,01,23.74261800116,25.04934127796815,29.981018058455017
72,115,01,23.603281851037043,24.956797304984768,30.09879897598372
72,117,01,22.31093420635659,23.831696010766567,28.634445189709854
