xco,yco,ensemble,rp1_1980,rp1_2080,rp2_1980,rp2_2080,rp3_1980,rp3_2080,rp4_1980,rp4_2080,rp5_1980,rp5_2080,rp6_1980,rp6_2080,rp7_1980,rp7_2080,rp8_1980,rp8_2080,rp9_1980,rp9_2080,rp10_1980,rp10_2080
41,113,01,1.2018517487326037,1.180165592812797,2.47953374896315,2.4963819188325163,3.207727520877423,3.2486793172806627,3.7249820564175202,3.762357112771202,4.218554265346375,4.276719857289868,4.821533637272545,4.895237352055538,5.28123040372847,5.33367360855477,5.66807273474023,5.7583936263853035,6.217321370363877,6.263161358334773,6.610096227961964,6.780124537965089
42,110,01,1.0592994083699778,1.0195053483525232,2.3376489816794725,2.2970039313809494,3.052672641924772,3.0280247700431335,3.56237224706811,3.55899042270635,4.039612851809574,4.058740280823027,4.647773893287997,4.647016056402635,5.057523514409049,5.084517294120125,5.4595973377993285,5.556510494066844,5.952861209457462,6.095683575329042,6.281526245403043,6.479877662105296
42,112,01,1.0222220206148331,0.9264838830539796,2.3079216176044888,2.253097903669164,3.0415272996628753,3.0120268715426413,3.5686341479894934,3.576635972447826,4.061072089483528,4.085238821974366,4.6859177258279185,4.7113281660444,5.135393256474659,5.15279013567703,5.604822184080328,5.605233129086146,6.207594471450996,6.185303115601725,6.665970708173383,6.596586363789401
43,109,01,0.8085631358392946,0.8003119341445291,2.064445660547284,2.0983484835146724,2.7653957902610733,2.825946725565745,3.2639341314794255,3.343962773793182,3.743543215112666,3.850141502440195,4.313917614296381,4.465438121171096,4.746112480195734,4.943025745581952,5.151960082640897,5.353450421717302,5.659926152691943,5.873259833385706,6.111166982667417,6.238312664837494
43,111,01,1.0083706019031418,1.0300813988715376,2.2903373632390034,2.3917057307568643,3.0154723690579712,3.149872889849828,3.5276751050478854,3.702619770364975,4.006185792744544,4.232783351653999,4.64676881041857,4.901737418900078,5.094839716237234,5.378465558484847,5.552822204013062,5.858320591779757,6.127824760212947,6.375704418807821,6.565870353622676,6.77391845453376
43,113,01,0.8127372967773775,0.8845470434126137,2.028743066039709,2.158178887413204,2.6912556195680475,2.85048848284877,3.1415611427300107,3.3302356124390524,3.563045226330367,3.767254646304064,4.081307426095652,4.3162732243200574,4.4398649983390355,4.714182155951055,4.8131285672766495,5.097202651326224,5.277118084829465,5.742180380355984,5.684716371171984,6.123236657113543
44,108,01,0.927833595610279,0.8919557764357589,2.215936938488046,2.198042864849957,2.9452442414449633,2.9410456943471437,3.4547053374965833,3.4645137788140437,3.9623052587339838,3.978319167526731,4.601301415501387,4.617879641500937,5.075897990219524,5.077485599903444,5.488188919938135,5.5387206156373425,6.042611062846573,6.089333954948488,6.455478015421379,6.475546260315287
44,110,01,0.8220913724717451,0.7965918139438878,2.1178258281698867,2.0623315694396136,2.820271961317761,2.7669287702513983,3.32361389685862,3.24589312552992,3.777258646846251,3.7119881062736866,4.380966373255241,4.312962538063054,4.816187938630002,4.744497400680812,5.251561154047444,5.185466145579536,5.743423082558065,5.714283460460327,6.098073595187759,6.088273474297017
44,112,01,0.9846029018093254,1.0079092445693376,2.2696753676263857,2.3536747917142,2.9883674876379454,3.0988402096777703,3.4737255386217645,3.6233900329173077,3.9452087072564908,4.129716370659494,4.515536629926239,4.752039187781375,4.900152267530282,5.174288919478178,5.308581390964828,5.623606128690888,5.767963236780878,6.169526762650596,6.059969666188647,6.499517134505295
44,114,01,1.0043253698494063,0.9459599447235378,2.194017379420354,2.1638721961505247,2.832665924761908,2.8238394693588837,3.278479070235001,3.284635522669234,3.6922628462866416,3.7191065817977473,4.225438274107532,4.253930083685741,4.596447644851194,4.629117062895801,4.936517928612255,5.012385600621105,5.330794058433678,5.48247425290108,5.629391904453501,5.80686430430779
45,106,01,1.225703588866939,0.9575875593519887,2.6268930714393983,2.252350698781495,3.413345218685191,2.9669440259577513,3.97512807644086,3.475518944562393,4.513675196490315,3.9759001500537403,5.212686677570838,4.594060052933852,5.744549194610351,5.0221628845480755,6.205726771378339,5.436924505379364,6.815589303953527,5.946896883804559,7.4129802183118585,6.338148990143015
45,108,01,1.0575275830747157,0.9285145660067826,2.3850028075985,2.22489607252864,3.142374605973926,2.9484812106788025,3.679638984570722,3.456158752800876,4.17792057359017,3.946640402650165,4.854803011319502,4.567933532921288,5.354504638505293,5.029564829093967,5.800301875301988,5.473358052530027,6.33248413167223,5.950641770458956,6.66159913434838,6.290339445888201
45,110,01,0.8441378909487633,0.8127318180072547,2.140959477529593,2.1347547452661364,2.8603982695014514,2.86247026508131,3.3778145892056832,3.385802429673584,3.86809820645337,3.879979748158976,4.524778668022648,4.5293374882182835,4.977698098905568,5.019140226495459,5.413109972071068,5.47313092321407,5.934326844032231,6.003147928778541,6.2865795859147315,6.429945709154741
45,112,01,0.8206246494488534,0.9284029591601577,1.9537580818111129,2.2030744235206043,2.5753351467554473,2.9085731165682795,3.0047913054337925,3.391275989172341,3.4049856271930583,3.8702158616930777,3.9031253248496816,4.4507064702889405,4.267359767457671,4.898540075995625,4.651703218310759,5.305624018538538,5.090898301186954,5.75451529719312,5.406084700389108,6.080223265566702
45,114,01,0.8548763938019219,0.8577446574064276,2.008676553235853,2.1702726757806423,2.6379119643760505,2.883824103698089,3.0852047512870335,3.378135821089039,3.499799607039286,3.8553883389251826,4.018774356646677,4.425402774840721,4.397125573254917,4.856129169069817,4.734737720419002,5.238100216524904,5.1655042360157735,5.725365540702444,5.549177619169742,6.110943663006067
45,116,01,0.6689461023733945,1.1835442563265985,1.8442011867450745,2.6102395322434915,2.482233500131567,3.3966638013044346,2.9256261177353347,3.9406656147533923,3.340764614157038,4.480170765479403,3.8512549317961904,5.126539147558892,4.1885829286525045,5.520627371535649,4.517487814125367,5.937101684383287,4.92363934755018,6.496909532298993,5.202273864342306,6.911870839598795
45,118,01,0.9161978618969016,0.8304594875945565,2.1672280903313568,2.027844423762918,2.8549453719718567,2.6846815799937986,3.3435499094774617,3.1449579735968576,3.797779625069074,3.577334026542154,4.356156658497006,4.123021745578506,4.758098223424665,4.51220376150661,5.1186828748459225,4.855174649032473,5.524576696517135,5.265772244019577,5.760247658951214,5.54396260236941
46,107,01,1.0966621339027203,1.355661053927939,2.45906667480389,3.044500744512675,3.218806725066156,3.9793783395955025,3.7474870386916335,4.646302747050717,4.2499979040343865,5.267169802567003,4.882619314461344,6.074203258568895,5.348292505797832,6.6148196572077165,5.842710976748922,7.131988667536445,6.279013069162424,7.831271459975111,6.634816178656558,8.33239177390563
46,109,01,0.895825433177734,1.01565663526403,2.127298632318225,2.4234978452761347,2.8238836774728346,3.2175175267071916,3.31238222346527,3.786369547429042,3.770165754780666,4.354979959483783,4.372136154434393,5.03837249075495,4.837712919617482,5.5674967408545974,5.266580811508408,6.05315866518241,5.82294495805271,6.730168023672977,6.188934259568098,7.19027803253841
